Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Language
mixed-ish,2019,7+,6.2,80%,False,True,False,False,True,English
Thief,2006,18+,7.5,81%,False,True,False,False,True,[]
Nightwatch,2015,16+,8.9,,False,True,False,False,True,English
Dirty Sexy Money,2007,16+,7.2,68%,False,True,False,False,True,English
Big Time Rush,2009,all,6.2,,False,True,True,False,True,English
Snow White with the Red Hair,2015,16+,7.8,,False,True,False,False,True,[]
The Three Stooges,1934,all,8.6,,False,True,False,False,True,English
RuPaul's Drag Race: Untucked,2010,16+,7.9,,False,True,False,False,True,[]
The Lord of the Skies,2013,16+,6.8,,False,True,False,False,True,[]
Deputy,2020,16+,6.1,40%,False,True,False,False,True,English
Eli Stone,2008,7+,7.6,60%,False,True,False,False,True,English
Penn & Teller: Bullshit!,2003,18+,8.2,,False,True,False,False,True,English
Shark,2006,16+,7.1,52%,False,True,False,False,True,[]
Mistresses,2013,16+,7.1,,False,True,False,False,True,English
Murder in the First,2014,18+,7.2,,False,True,False,False,True,English
Shut Eye,2016,18+,7.4,43%,False,True,False,False,True,English
Chopped,2009,all,7.5,,False,True,False,False,True,English
Teen Titans Go!,2013,7+,5.2,,False,True,False,False,True,English
Running Wild with Bear Grylls,2014,7+,7.7,,False,True,False,True,True,English
The Thundermans,2013,all,5.7,,False,True,False,False,True,English
Horrible Histories,2009,7+,8.8,,False,True,True,False,True,English
Space Dandy,2014,16+,8.1,83%,False,True,False,False,True,Japanese
Fosse/Verdon,2019,18+,7.9,81%,False,True,False,False,True,English
The Story of Film: An Odyssey,2011,,8.5,,False,True,False,False,True,English
The Adventures of Jimmy Neutron: Boy Genius,2002,all,6.7,,False,True,False,False,True,English
Kimi ni Todoke: From Me to You,2009,7+,7.8,,False,True,False,False,True,[]
Diff'rent Strokes,1978,all,6.6,,False,True,False,False,True,English
Blue Spring Ride,2014,,7.4,,False,True,False,False,True,[]
Full Metal Panic!,2002,16+,7.6,,False,True,False,False,True,Japanese
Dance Moms,2011,7+,4.6,,False,True,False,False,True,English
GameFace,2017,,7.7,83%,False,True,False,False,True,English
The Rifleman,1958,7+,8.3,,False,True,True,False,True,English
Light as a Feather,2018,16+,6.6,44%,False,True,False,False,True,English
The Greatest American Hero,1981,7+,7.3,,False,True,True,False,True,English
Speechless,2016,7+,7.6,,False,True,False,False,True,English
St. Elsewhere,1982,7+,7.8,,False,True,False,False,True,English
Travel Man: 48 Hours in...,2015,7+,8.3,,False,True,False,False,True,English
The Incredible Dr. Pol,2011,7+,8.6,,False,True,False,True,True,English
Street Outlaws,2013,7+,6.7,,False,True,False,False,True,English
Stan Against Evil,2016,18+,7.3,,False,True,False,False,True,English
The Dead Files,2011,7+,6.8,,False,True,False,False,True,English
Bluestone 42,2013,16+,8.0,,False,True,False,False,True,English
Persona 4 The Animation,2011,7+,7.6,,False,True,False,False,True,[]
American Idol,2002,7+,4.1,68%,False,True,False,False,True,English
Look Around You,2002,7+,8.4,,False,True,False,False,True,English
D.Gray-man,2006,16+,7.7,,False,True,False,False,True,Japanese
Braquo,2009,7+,8.0,,False,True,False,False,True,French
Jeremiah,2002,18+,7.0,,False,True,True,False,True,English
Spice and Wolf,2008,16+,8.0,,False,True,False,False,True,Japanese
X Company,2015,16+,7.7,,False,True,False,False,True,English
Almost Family,2019,16+,6.3,24%,False,True,False,False,True,English
Bakuman,2010,16+,8.0,,False,True,False,False,True,Japanese
Fruits Basket,2001,7+,7.9,,False,True,False,False,True,Japanese
Dharma & Greg,1997,16+,6.3,,False,True,False,False,True,English
Blood Blockade Battlefront,2015,18+,7.2,,False,True,False,False,True,[]
Man v. Food,2008,all,7.3,,False,True,False,False,True,English
Storage Wars,2010,7+,6.4,,False,True,True,False,True,English
World Trigger,2014,16+,7.5,,False,True,False,False,True,Japanese
Reba,2001,7+,6.5,,False,True,False,False,True,English
Haven't You Heard? I'm Sakamoto,2016,16+,7.2,,False,True,False,False,True,Japanese
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18+,7.1,,False,True,False,False,True,[]
Beyond Scared Straight,2011,18+,7.3,,False,True,False,False,True,English
The Fall Guy,1981,7+,7.1,,False,True,False,False,True,English
Toriko,2011,7+,7.3,,False,True,False,False,True,Japanese
Pasión Prohibida,2013,,8.4,,False,True,False,False,True,[]
How Not to Summon a Demon Lord,2018,18+,7.0,,False,True,False,False,True,Japanese
Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,7.3,,False,True,False,False,True,English
Lip Service,2010,18+,7.4,,False,True,False,False,True,English
Find Me in Paris,2018,all,7.3,,False,True,False,False,True,English
Rev.,2010,16+,7.9,,False,True,False,False,True,[]
Rosario + Vampire,2008,18+,7.0,,False,True,False,False,True,Japanese
The Riches,2007,18+,7.8,,False,True,False,False,True,English
The Beverly Hillbillies,1962,all,7.1,,False,True,False,False,True,English
Zac & Mia,2017,16+,8.1,,False,True,False,False,True,English
Step by Step,1991,all,6.5,,False,True,False,False,True,English
Outnumbered,2007,7+,8.0,,False,True,False,False,True,English
The Accident,2019,,6.0,92%,False,True,False,False,True,English
Dimension 404,2017,7+,6.6,80%,False,True,False,False,True,English
Laverne & Shirley,1976,all,6.9,,False,True,False,False,True,English
The Most Dangerous Animal of All,2020,16+,6.2,73%,False,True,False,False,True,English
The Kennedys,2011,18+,7.6,,False,True,False,False,True,English
Him & Her,2010,16+,7.8,,False,True,False,False,True,English
Un village français,2009,,8.3,,False,True,True,False,True,French
Alone Together,2018,16+,6.3,62%,False,True,False,False,True,English
Love Stage!!,2014,18+,7.3,,False,True,False,False,True,Japanese
Burden of Truth,2018,16+,7.2,,False,True,False,False,True,English
Tiny Toon Adventures,1990,all,7.5,,False,True,False,False,True,English
Inside Amy Schumer,2013,18+,6.0,86%,False,True,False,False,True,English
The White Shadow,1978,,8.0,,False,True,False,False,True,English
WWE NXT,2010,7+,7.7,,False,True,False,False,True,English
Your Pretty Face Is Going to Hell,2013,18+,7.7,,False,True,False,False,True,[]
The Incredible Hulk,1978,7+,7.0,,False,True,False,False,True,English
The Biggest Loser,2004,7+,5.4,,False,True,False,False,True,English
Dice,2016,18+,7.4,33%,False,True,False,False,True,English
Good Bones,2015,,7.3,,False,True,False,False,True,English
Yona of the Dawn,2014,16+,8.1,,False,True,False,False,True,[]
Dates,2013,,7.5,88%,False,True,False,False,True,[]
Duncanville,2020,16+,5.6,89%,False,True,False,False,True,English
Bluff City Law,2019,16+,6.8,36%,False,True,False,False,True,English
MEGALOBOX,2018,16+,7.8,,False,True,False,False,True,[]
Rosewood,2015,16+,6.7,9%,False,True,False,False,True,English
20/20,1978,,6.6,,False,True,False,False,True,English
Hellsing,2001,16+,7.9,,False,True,False,False,True,Japanese
Infinite Stratos,2011,18+,6.7,,False,True,False,False,True,[]
Plastic Memories,2015,16+,7.3,,False,True,False,False,True,Japanese
Midnattssol,2016,7+,7.5,,False,True,False,False,True,[]
Intruders,2014,16+,6.7,39%,False,True,False,False,True,English
Bad Banks,2018,7+,8.0,,False,True,False,False,True,German
WWE Friday Night SmackDown,1999,7+,7.3,,False,True,False,False,True,English
Melrose Place,1992,16+,5.8,,False,True,True,False,True,English
To Love-Ru,2008,18+,6.9,,False,True,False,False,True,[]
Locked Up Abroad,2006,16+,8.2,,False,True,True,False,True,[]
Wiseguy,1987,7+,7.8,,False,True,False,False,True,English
Graves,2016,18+,6.5,50%,False,True,False,False,True,English
Popeye the Sailor,1960,all,7.1,,False,True,False,False,True,English
Perfect Harmony,2019,7+,6.6,62%,False,True,False,False,True,English
City Homicide,2001,,7.4,,False,True,True,False,True,[]
Hillary,2020,18+,5.9,77%,False,True,False,False,True,English
Mountain Men,2012,7+,7.3,,False,True,False,False,True,English
Baywatch,1989,7+,5.3,,False,True,True,False,True,English
MasterChef Junior,2013,all,6.7,,False,True,False,False,True,English
Property Brothers,2011,all,7.2,,False,True,False,False,True,English
The Odd Couple,2015,7+,6.4,,False,True,False,False,True,English
Kingdom,2007,,7.9,,False,True,False,False,True,English
Guilty Crown,2011,16+,7.1,,False,True,False,False,True,Japanese
A Certain Scientific Railgun,2009,16+,7.5,,False,True,False,False,True,Japanese
Mister Ed,1961,all,7.0,,False,True,False,False,True,English
Sonic Boom,2014,7+,7.0,,False,True,False,False,True,English
Cardfight!! Vanguard,2011,16+,7.2,,False,True,True,False,True,Japanese
The Bastard Executioner,2015,18+,6.2,47%,False,True,False,False,True,English
Clarence,2014,7+,6.5,,False,True,False,False,True,English
Utopia Falls,2020,7+,4.9,43%,False,True,False,False,True,English
Dual Survival,2010,16+,7.5,,False,True,False,False,True,English
Alias Smith and Jones,1971,7+,7.6,,False,True,False,False,True,English
House Hunters International,2006,all,7.0,,False,True,False,False,True,English
Danganronpa: The Animation,2013,18+,6.9,,False,True,False,False,True,Japanese
Naked and Afraid XL,2015,16+,7.3,,False,True,False,False,True,English
Ben 10: Omniverse,2012,7+,5.7,,False,True,False,False,True,English
The Qwaser of Stigmata,2010,18+,5.5,,False,True,False,False,True,[]
Haganai: I Don't Have Many Friends,2011,18+,7.2,,False,True,False,False,True,[]
American Gladiators,1989,7+,6.5,,False,True,False,False,True,English
OK K.O.! Let's Be Heroes,2017,7+,7.1,,False,True,False,False,True,English
The Real Housewives of Beverly Hills,2010,16+,4.8,,False,True,False,False,True,English
Silk Stalkings,1991,16+,6.5,,False,True,False,False,True,English
Packed to the Rafters,2008,18+,7.4,,False,True,False,False,True,English
Damien,2016,16+,6.9,11%,False,True,False,False,True,English
Taggart,1983,18+,7.2,,False,True,False,False,True,English
The Asterisk War,2015,16+,6.8,,False,True,False,False,True,[]
Hard Sun,2018,18+,6.6,48%,False,True,False,False,True,English
Justice League Action,2016,7+,7.7,,False,True,False,False,True,English
Some Girls,2012,16+,7.6,,False,True,False,False,True,English
Perfect Strangers,1986,7+,7.2,,False,True,False,False,True,English
Lost in Space,1965,all,7.2,,False,True,False,False,True,English
The Game,2006,16+,6.7,,False,True,False,False,True,Arabic
Love Island,2015,,5.1,,False,True,False,False,True,English
America's Got Talent,2006,7+,5.8,,False,True,False,False,True,English
Ironside,1967,7+,6.9,,False,True,False,False,True,English
Deadbeat,2014,16+,7.5,,False,True,False,False,True,English
Cutthroat Kitchen,2013,all,7.2,,False,True,False,False,True,English
The Fruit of Grisaia,2014,18+,7.1,,False,True,False,False,True,[]
Whose Line Is It Anyway? (UK),1988,7+,8.2,,False,True,True,False,True,[]
Chivalry of a Failed Knight,2015,18+,7.4,,False,True,False,False,True,[]
Alaska: The Last Frontier,2011,16+,7.7,,False,True,False,False,True,English
Married,2014,18+,7.0,56%,False,True,False,False,True,English
Every Witch Way,2014,7+,5.0,,False,True,False,False,True,English
Baghdad Central,2020,,7.1,88%,False,True,False,False,True,English
Living Single,1993,7+,7.3,,False,True,False,False,True,English
Clannad After Story,2009,7+,8.6,,False,True,False,False,True,[]
Just Between Lovers,2017,,8.0,,False,True,False,False,True,Korean
Grimgar of Fantasy and Ash,2016,16+,7.5,,False,True,False,False,True,[]
Wallander,2005,,7.6,,False,True,False,False,True,English
Deadly Women,2005,16+,8.0,,False,True,True,False,True,English
Fear Factor,2001,7+,5.6,,False,True,False,False,True,English
My Life as a Teenage Robot,2003,all,7.0,,False,True,False,False,True,English
Vanderpump Rules,2013,16+,5.4,,False,True,False,False,True,English
The Last Alaskans,2015,18+,8.5,,False,True,False,False,True,English
This Way Up,2019,,7.7,93%,False,True,False,False,True,English
D.Gray-man Hallow,2016,16+,7.7,,False,True,False,False,True,[]
My 600-lb Life,2012,16+,6.6,,False,True,False,False,True,[]
WATAMOTE,2013,16+,7.3,,False,True,False,False,True,[]
My Love Story!!,2015,7+,7.8,,False,True,False,False,True,[]
Love Island Australia,2018,18+,5.4,,False,True,False,False,True,English
"Doogie Howser, M.D.",1989,7+,6.5,,False,True,False,False,True,English
grown-ish,2018,16+,6.4,,False,True,False,False,True,English
Devil May Cry,2007,18+,7.1,,False,True,False,False,True,Japanese
The Four: Battle for Stardom,2018,,4.1,17%,False,True,False,False,True,English
All Saints,1998,16+,7.0,,False,True,False,False,True,English
Bring It!,2014,7+,6.6,,False,True,True,False,True,English
Beck,1997,,7.4,,False,True,False,False,True,Swedish
Maken-Ki! Battling Venus,2011,18+,6.2,,False,True,False,False,True,Japanese
Designing Women,1986,7+,7.0,,False,True,False,False,True,English
Kämpfer,2009,18+,6.2,,False,True,False,False,True,Japanese
Hunter,1984,7+,6.8,,False,True,False,False,True,[]
Worst Cooks in America,2010,all,6.4,,False,True,False,False,True,English
Barbarians Rising,2016,18+,7.8,,False,True,False,False,True,English
Cake Boss,2009,7+,6.6,,False,True,False,False,True,English
Bering Sea Gold,2012,all,6.6,,False,True,False,False,True,English
The Real Housewives of New York City,2008,16+,4.3,,False,True,False,False,True,English
Itazura na Kiss,2008,,7.5,,False,True,False,False,True,Japanese
Aesthetica of a Rogue Hero,2012,18+,7.2,,False,True,False,False,True,[]
Mysteries at the Museum,2010,7+,8.1,,False,True,False,False,True,English
Blood Lad,2013,16+,7.1,,False,True,False,False,True,Japanese
7th Heaven,1996,7+,5.2,,False,True,True,False,True,English
Voyage to the Bottom of the Sea,1964,7+,7.2,,False,True,False,False,True,English
Reef Break,2019,7+,5.9,33%,False,True,False,False,True,English
The Dana Carvey Show,1996,,7.3,80%,False,True,False,False,True,English
Primeval: New World,2012,16+,6.5,,False,True,False,False,True,English
Pramface,2012,16+,7.6,,False,True,False,False,True,English
Classroom of the Elite,2017,16+,7.4,,False,True,False,False,True,Japanese
The Slap,2015,16+,7.6,67%,False,True,True,False,True,English
The Moodys,2019,16+,6.6,62%,False,True,False,False,True,English
Dietland,2018,16+,6.4,81%,False,True,False,False,True,English
Son of Zorn,2016,16+,6.7,58%,False,True,False,False,True,English
Buzzfeed Unsolved: Supernatural,2016,,8.7,,False,True,True,False,True,[]
Devils Line,2018,18+,6.8,,False,True,False,False,True,Japanese
Say Yes to the Dress,2007,7+,5.6,,False,True,True,False,True,[]
Father Knows Best,1954,all,7.4,,False,True,True,False,True,English
Beyond the Boundary,2013,16+,7.3,,False,True,False,False,True,Japanese
BuzzFeed Unsolved - True Crime,2016,,8.9,,False,True,True,False,True,[]
Marido en Alquiler,2013,,8.4,,False,True,False,False,True,[]
Hollywood Game Night,2013,7+,7.3,,False,True,False,False,True,English
Dog with a Blog,2012,all,4.8,,False,True,False,False,True,English
Disappeared,2010,16+,8.0,,False,True,False,False,True,English
Party of Five,2020,,5.3,,False,True,False,False,True,English
Date a Live,2013,18+,7.0,,False,True,False,False,True,Japanese
Total Divas,2013,16+,6.5,,False,True,False,False,True,English
Golden Time,2013,16+,7.5,,False,True,False,False,True,Japanese
Bloom,2019,18+,6.6,,False,True,False,False,True,English
Hunter Street,2017,all,6.8,,False,True,False,False,True,English
Daniel Deronda,2002,,7.2,,False,True,False,False,True,English
Good Doctor,2013,,8.1,,False,True,False,False,True,[]
90 Day Fiancé: Happily Ever After?,2016,16+,6.3,,False,True,False,False,True,English
Outmatched,2020,7+,5.6,22%,False,True,False,False,True,[]
The Passing Bells,2014,,6.9,,False,True,True,False,True,English
Kingdom,2012,16+,8.0,,False,True,False,False,True,English
Wise Man’s Grandchild,2019,16+,6.7,,False,True,False,False,True,[]
Blast of Tempest,2012,16+,7.6,,False,True,False,False,True,[]
The Bachelorette,2003,16+,3.4,62%,False,True,False,False,True,English
Swamp People,2010,7+,6.3,,False,True,True,False,True,English
Undercover Boss,2010,7+,5.8,,False,True,False,False,True,English
Doc McStuffins,2012,all,6.7,,False,True,False,True,True,English
Dante's Cove,2005,18+,6.0,,False,True,False,False,True,English
Axe Cop,2013,18+,7.4,70%,False,True,False,False,True,English
The Smile Has Left Your Eyes,2018,all,7.4,,False,True,False,False,True,Korean
Pure,2017,16+,7.0,,False,True,False,False,True,English
Zomboat!,2019,,6.9,,False,True,False,False,True,English
Kono Oto Tomare!: Sounds of Life,2019,7+,7.4,,False,True,False,False,True,[]
Sex&Drugs&Rock&Roll,2015,16+,7.1,,False,True,False,False,True,English
OutDaughtered,2016,7+,7.0,,False,True,False,False,True,[]
Accel World,2012,16+,7.2,,False,True,False,False,True,Japanese
Project Runway All Stars,2012,7+,7.0,,False,True,False,False,True,English
School Rumble,2004,7+,7.8,,False,True,False,False,True,Japanese
The Hills,2006,7+,3.5,52%,False,True,True,False,True,[]
Slayers,1995,7+,7.5,,False,True,False,False,True,Japanese
Keeping Up with the Kardashians,2007,16+,2.8,,False,True,False,False,True,English
Restaurant: Impossible,2011,all,6.8,,False,True,False,False,True,English
Love It or List It,2008,all,6.3,,False,True,False,False,True,[]
East Los High,2013,16+,7.0,,False,True,False,False,True,English
Maison Close,2010,18+,6.7,,False,True,False,False,True,French
Total Bellas,2016,16+,5.8,,False,True,False,False,True,English
"Say ""I love you.""",2012,16+,7.4,,False,True,False,False,True,[]
Dr. Pimple Popper,2018,16+,6.6,,False,True,False,False,True,English
"Good Morning, Miss Bliss",1988,all,6.8,,False,True,False,False,True,English
Bachelor in Paradise,2014,16+,5.2,,False,True,False,False,True,English
Three Sheets,2006,18+,8.2,,False,True,False,False,True,English
Paradox,2009,16+,7.1,,False,True,True,False,True,[]
Guy's Grocery Games,2013,all,6.5,,False,True,False,False,True,English
Oreimo,2010,16+,6.5,,False,True,False,False,True,[]
The Lowe Files,2017,7+,6.7,60%,False,True,True,False,True,English
Freakish,2016,16+,6.4,,False,True,False,False,True,English
The Next Step,2013,all,6.0,,False,True,False,False,True,English
The Driver,2014,16+,7.0,,False,True,False,False,True,[]
Castaways,2018,,6.2,,False,True,False,False,True,English
The Real Housewives of New Jersey,2009,16+,4.0,,False,True,False,False,True,English
Good Eats: Reloaded,2018,all,8.8,,False,True,False,False,True,English
Butterfly,2018,,6.2,93%,False,True,False,False,True,English
The Electric Company,1971,all,8.1,,False,True,True,False,True,English
Tanked,2011,7+,6.6,,False,True,False,False,True,English
A Crime to Remember,2013,16+,8.3,,False,True,False,False,True,English
Air Gear,2006,18+,7.2,,False,True,False,False,True,Japanese
Toilet-Bound Hanako-kun,2020,16+,7.5,,False,True,False,False,True,Japanese
There's... Johnny!,2017,,7.2,83%,False,True,False,False,True,English
The Only Way Is Essex,2010,18+,3.1,,False,True,False,False,True,[]
Quick Draw,2013,,7.6,,False,True,True,False,True,English
The Secret of Crickley Hall,2012,,6.9,,False,True,False,False,True,English
Curious George,2006,all,7.1,,False,True,False,False,True,English
Council of Dads,2020,7+,6.2,50%,False,True,False,False,True,English
The Real Housewives of Atlanta,2008,16+,4.3,,False,True,False,False,True,English
Iron Chef America,2005,all,7.1,,False,True,False,False,True,English
Black Bullet,2014,18+,7.0,,False,True,False,False,True,Japanese
Mayo Chiki!,2011,18+,7.1,,False,True,False,False,True,Japanese
Himouto! Umaru-chan,2015,16+,7.0,,False,True,True,False,True,Japanese
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",2020,16+,7.3,,False,True,False,False,True,[]
Elena's Ghost,2015,16+,7.6,,False,True,False,False,True,[]
Heathcliff,1984,7+,6.6,,False,True,False,False,True,English
Criminal Minds: Suspect Behavior,2011,16+,6.3,42%,False,True,True,False,True,English
Agent X,2015,16+,6.2,28%,False,True,False,False,True,English
An American Murder Mystery: The Staircase,2018,16+,7.5,,False,True,False,False,True,English
McHale's Navy,1962,all,7.4,,False,True,False,False,True,English
Trust Me,2017,,7.0,79%,False,True,False,False,True,English
Unexpected,2017,16+,5.8,,False,True,False,False,True,English
Astro Boy,1980,all,7.3,,False,True,True,False,True,English
Renegade,1992,,6.0,,False,True,False,False,True,English
Lincoln Heights,2007,7+,7.7,,False,True,False,False,True,English
ID: INVADED,2020,18+,7.7,,False,True,False,False,True,[]
Black Jesus,2014,18+,6.9,,False,True,False,False,True,English
Melrose Place,2009,16+,6.0,60%,False,True,False,False,True,English
Is This a Zombie?,2011,16+,7.1,,False,True,False,False,True,Japanese
The Comedians,2015,18+,6.7,58%,False,True,False,False,True,English
Celebrity Family Feud,2008,7+,6.1,,False,True,False,False,True,English
"I Love You, America",2017,18+,5.7,93%,False,True,False,False,True,[]
Dragnet,1967,7+,7.5,,False,True,False,False,True,English
Battleground,2012,,7.9,73%,False,True,False,False,True,English
Wolf Girl & Black Prince,2014,16+,7.1,,False,True,False,False,True,[]
Jumanji,1996,7+,6.4,,False,True,False,False,True,English
Hikaru no Go,2001,all,8.3,,False,True,False,False,True,Chinese
Tim and Eric's Bedtime Stories,2014,18+,7.9,,False,True,False,False,True,English
Amagami SS,2010,7+,6.8,,False,True,False,False,True,Japanese
Top Gear,2010,7+,5.3,,False,True,False,False,True,English
The Wine Show,2016,,8.9,,False,True,False,False,True,English
Arifureta: From Commonplace to World's Strongest,2019,16+,6.5,,False,True,False,False,True,[]
No Activity,2017,18+,6.7,,False,True,False,False,True,English
The Food That Built America,2019,,8.4,,False,True,False,False,True,English
Little Women: LA,2014,16+,5.4,,False,True,True,False,True,[]
Hetalia,2009,18+,7.4,,False,True,False,False,True,Japanese
Attack on Titan: Junior High,2015,16+,6.6,,False,True,False,False,True,[]
Hangin' with Mr. Cooper,1992,7+,6.4,,False,True,False,False,True,English
The F Word,2005,18+,6.9,,False,True,False,False,True,English
Jersey Shore,2009,16+,3.6,,False,True,False,False,True,English
The Commish,1991,16+,7.1,,False,True,False,False,True,English
Absolute Duo,2015,18+,6.5,,False,True,False,False,True,Japanese
Kiri,2018,,6.6,89%,False,True,False,False,True,English
Prey,2014,16+,7.2,,False,True,False,False,True,English
The Bachelor Presents: Listen to Your Heart,2020,16+,5.2,,False,True,False,False,True,English
Weird Science,1994,,6.8,,False,True,False,False,True,English
Rick Steves' Europe,2000,all,8.4,,False,True,True,False,True,English
Baka and Test: Summon the Beasts,2010,7+,7.4,,False,True,False,False,True,Japanese
Vanished,2006,18+,7.0,67%,False,True,False,False,True,English
The Circus,2016,16+,7.1,,False,True,False,False,True,English
Angels of Death,2018,18+,6.4,,False,True,False,False,True,Japanese
Black Cat,2005,16+,7.1,,False,True,False,False,True,Japanese
The Great Food Truck Race,2010,all,6.6,,False,True,False,False,True,English
Hollyoaks,1995,16+,4.7,,False,True,False,False,True,English
Archangel,2005,,6.5,,False,True,False,False,True,English
Blood-C,2011,18+,6.3,,False,True,False,False,True,Japanese
Upper Middle Bogan,2013,16+,7.9,,False,True,False,False,True,English
"Nicky, Ricky, Dicky & Dawn",2014,all,5.1,,False,True,False,False,True,English
The New Woody Woodpecker Show,1999,all,6.5,,False,True,False,False,True,English
What Would You Do?,2008,7+,7.2,,False,True,False,False,True,English
Getting On,2009,16+,8.1,,False,True,False,False,True,English
The Lucy Show,1962,7+,7.2,,False,True,False,False,True,English
Big Windup!,2007,7+,7.6,,False,True,False,False,True,[]
Love & Hip Hop Hollywood,2014,16+,5.2,,False,True,False,False,True,[]
VanDread,2000,16+,7.1,,False,True,False,False,True,[]
The Weekly,2019,18+,6.5,38%,False,True,False,False,True,[]
Princess Tutu,2002,16+,8.1,,False,True,True,False,True,Japanese
Plunderer,2020,16+,6.2,,False,True,False,False,True,Japanese
James May's Man Lab,2010,,7.8,,False,True,True,False,True,English
Bedlam,2011,,6.6,44%,False,True,False,False,True,English
Second chance,2005,7+,6.9,,False,True,False,False,True,[]
Born This Way,2015,7+,8.3,,False,True,False,False,True,English
Criminal Justice,2008,,7.8,,False,True,False,False,True,English
F*ck That's Delicious,2016,18+,8.0,,False,True,False,False,True,English
Unikitty,2017,7+,5.7,,False,True,False,False,True,[]
Abandoned,2016,16+,8.4,,False,True,False,False,True,[]
I Am Frankie,2017,all,6.1,,False,True,False,False,True,English
Fashion House,2006,18+,6.5,,False,True,False,False,True,English
Kids Baking Championship,2015,all,7.0,,False,True,False,False,True,English
Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2019,,7.4,,False,True,False,False,True,[]
Bizarre Foods with Andrew Zimmern,2006,7+,7.8,,False,True,False,False,True,English
Young Hercules,1998,7+,5.8,,False,True,False,False,True,English
Little Big Shots,2016,all,7.2,,False,True,False,False,True,English
Unusual Suspects,2010,16+,7.6,,False,True,False,False,True,[]
Bless the Harts,2019,16+,4.9,82%,False,True,False,False,True,English
Jimmy Kimmel Live!,2003,16+,6.6,,False,True,False,False,True,[]
The Little Couple,2009,all,6.8,,False,True,False,False,True,English
The Beautiful Lie,2015,,7.3,,False,True,False,False,True,English
Extreme Ghostbusters,1997,7+,6.9,,False,True,False,False,True,English
Marriage Boot Camp: Reality Stars,2014,16+,4.5,,False,True,False,False,True,English
Cold Squad,1998,16+,6.9,,False,True,True,False,True,English
Space Brothers,2012,16+,8.1,,False,True,False,False,True,[]
The Real Housewives of Orange County,2006,16+,4.1,,False,True,False,False,True,English
Corpse Princess,2008,7+,6.9,,False,True,False,False,True,[]
Genius Junior,2018,all,7.5,,False,True,False,False,True,English
Astra Lost in Space,2019,16+,8.0,,False,True,False,False,True,Japanese
The Dick Cavett Show,1968,,8.4,,False,True,False,False,True,[]
Obsession: Dark Desires,2014,16+,7.4,,False,True,False,False,True,English
Hakuoki -Demon Of The Fleeting Blossom-,2010,18+,7.4,,False,True,False,False,True,[]
Webster,1983,all,5.7,,False,True,False,False,True,English
Ellen's Game of Games,2017,7+,5.6,,False,True,False,False,True,English
Diesel Brothers,2016,16+,6.6,,False,True,False,False,True,English
Feed the Beast,2016,16+,6.7,23%,False,True,False,False,True,English
Handy Manny,2006,all,5.5,,False,True,False,True,True,English
Amagi Brilliant Park,2014,16+,7.0,,False,True,False,False,True,Japanese
Coupling,2000,7+,3.6,,False,True,False,False,True,English
Treehouse Masters,2013,7+,7.3,,False,True,False,False,True,English
My Favorite Martian,1963,all,7.3,,False,True,False,False,True,English
The Strange Calls,2012,18+,7.4,,False,True,False,False,True,English
Are You Smarter Than a 5th Grader?,2007,7+,4.9,,False,True,False,False,True,English
Taken at Birth,2019,,8.3,,False,True,False,False,True,English
Monster Rancher,1999,7+,7.1,,False,True,True,False,True,Japanese
Blue Dragon,2007,,6.3,,False,True,False,False,True,Japanese
The Bisexual,2018,,6.0,92%,False,True,False,False,True,English
Yu-Gi-Oh! 5D's,2008,all,6.7,,False,True,True,False,True,Japanese
Alvinnn!!! and The Chipmunks,2015,7+,4.5,,False,True,False,False,True,[]
Little Women: Atlanta,2016,16+,5.1,,False,True,False,False,True,English
Beat Bobby Flay,2014,all,6.3,,False,True,False,False,True,English
Saints & Sinners,2016,16+,7.3,,False,True,False,False,True,English
Ask This Old House,2002,all,7.6,,False,True,False,False,True,English
The Dude Perfect Show,2016,7+,6.6,,False,True,False,False,True,English
頭文字D First Stage,1998,7+,8.4,,False,True,False,False,True,[]
Bong Appétit,2016,16+,8.0,,False,True,False,False,True,English
Arliss,1996,,7.0,,False,True,False,False,True,[]
Watch Over Me,2006,16+,6.4,,False,True,False,False,True,English
Rosa Diamante,2012,,8.3,,False,True,False,False,True,[]
Seed,2013,18+,5.6,67%,False,True,False,False,True,English
Black Blood Brothers,2006,16+,7.1,,False,True,False,False,True,Japanese
Heartstrings,2011,16+,7.2,,False,True,False,False,True,Korean
The Impostor,2014,,7.8,,False,True,False,False,True,[]
Tiger & Bunny,2011,16+,7.4,,False,True,False,False,True,Japanese
Behind Bars: Rookie Year,2015,16+,7.7,,False,True,False,False,True,English
The Wall,2016,7+,6.0,,False,True,False,False,True,English
Worth It,2016,,8.6,,False,True,True,False,True,[]
Flip or Flop,2013,all,6.1,,False,True,False,False,True,English
L.A. Dragnet,2003,,7.1,,False,True,False,False,True,English
Insane Pools: Off the Deep End,2015,7+,7.2,,False,True,False,False,True,English
Sin tetas no hay paraíso,2008,18+,5.6,,False,True,False,False,True,[]
Aria the Scarlet Ammo,2011,16+,6.8,,False,True,False,False,True,[]
