Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Language
El Chapo,2017,16+,7.8,,True,False,False,False,True,Spanish
Trinkets,2019,7+,7.1,50%,True,False,False,False,True,English
The Get Down,2016,16+,8.3,,True,False,False,False,True,English
Masum,2017,16+,8.5,,True,False,False,False,True,Turkish
My Little Pony: Friendship Is Magic,2010,7+,7.6,,True,True,False,False,True,[]
Fuller House,2016,7+,6.8,28%,True,False,False,False,True,English
Kill la Kill,2013,18+,7.9,,True,False,False,False,True,Japanese
Dark Tourist,2018,18+,7.6,70%,True,False,False,False,True,English
Shtisel,2013,,8.7,,True,False,False,False,True,Hebrew
Great News,2017,7+,7.0,84%,True,False,False,False,True,English
Ouran High School Host Club,2006,16+,8.2,,True,True,False,False,True,Japanese
Grand Hotel,2011,7+,8.4,,True,False,False,False,True,English
The Curse of Oak Island,2014,7+,7.0,,True,True,False,False,True,English
Workin' Moms,2017,18+,7.5,,True,False,False,False,True,English
Z Nation,2014,18+,6.7,,True,False,False,False,True,English
Losers,2019,,7.7,100%,True,False,False,False,True,[]
"Roswell, New Mexico",2019,16+,6.1,55%,True,False,False,False,True,English
Comedians in Cars Getting Coffee,2012,16+,8.1,,True,False,False,False,True,English
Conan,2010,16+,8.1,,True,False,False,False,True,English
The Guild,2007,,8.2,,True,False,False,False,True,English
Friends from College,2017,18+,6.8,24%,True,False,False,False,True,English
Wormwood,2017,16+,7.0,92%,True,False,False,False,True,English
Watership Down,2018,7+,7.2,77%,True,False,False,False,True,English
Mr. Sunshine,2018,,8.8,,True,False,False,False,True,Korean
Bitten,2014,16+,7.0,,True,False,False,False,True,English
No Game No Life,2014,16+,7.9,,True,False,False,False,True,Japanese
Violet Evergarden,2018,16+,8.4,,True,False,False,False,True,Japanese
Clannad,2007,7+,7.9,,True,True,False,False,True,Japanese
Gypsy,2017,18+,6.9,38%,True,False,False,False,True,English
Virgin River,2019,16+,7.5,,True,False,False,False,True,English
Gilmore Girls: A Year in the Life,2016,16+,7.7,,True,False,False,False,True,English
The Innocent Man,2018,18+,7.4,73%,True,False,False,False,True,English
Tuca & Bertie,2019,16+,7.4,100%,True,False,False,False,True,English
#blackAF,2020,18+,6.6,,True,False,False,False,True,English
Lovesick,2014,18+,8.1,36%,True,False,False,False,True,English
Mr. Iglesias,2019,16+,7.1,88%,True,False,False,False,True,English
Hot Girls Wanted: Turned On,2017,18+,6.7,100%,True,False,False,False,True,English
Borgia,2011,18+,7.8,,True,False,False,False,True,English
Trollhunters: Tales of Arcadia,2016,7+,8.4,,True,False,False,False,True,English
La Reina del Sur,2011,18+,8.1,,True,False,False,False,True,Spanish
We Bare Bears,2015,7+,7.9,,True,True,False,False,True,English
Liv and Maddie,2013,all,6.3,,True,False,False,False,True,[]
In the Dark,2019,16+,7.3,,True,False,False,False,True,English
The Gift,2019,,7.6,,True,False,False,False,True,English
The Time in Between,2013,7+,8.4,,True,False,False,False,True,[]
Cleverman,2016,16+,6.4,86%,True,False,False,False,True,English
"Pablo Escobar, The Drug Lord",2012,18+,8.5,,True,False,False,False,True,[]
The Pharmacist,2020,,7.8,,True,False,False,False,True,English
Wet Hot American Summer: First Day of Camp,2015,16+,7.4,,True,False,False,False,True,English
Vampire Knight,2008,16+,7.5,,True,True,False,False,True,Japanese
The Untamed,2019,7+,8.9,,True,False,False,False,True,Chinese
How to Sell Drugs Online (Fast),2019,,7.9,,True,False,False,False,True,German
Taken,2017,16+,6.6,32%,True,True,False,False,True,English
Transformers: Prime,2010,7+,7.8,,True,False,False,False,True,English
Forensic Files,1996,16+,8.8,,True,True,True,False,True,[]
Paradise PD,2018,18+,7.0,40%,True,False,False,False,True,English
The House of Flowers,2018,18+,7.7,,True,False,False,False,True,[]
Quicksand,2019,18+,7.5,,True,False,False,False,True,[]
Magnificent Century,2011,,6.6,,True,False,False,False,True,[]
The Messengers,2015,16+,6.5,47%,True,False,False,False,True,English
Magi,2012,16+,7.9,,True,True,False,False,True,[]
Car Masters: Rust to Riches,2018,,8.9,,True,False,False,False,True,English
Patriot Act with Hasan Minhaj,2018,18+,8.2,,True,False,False,False,True,English
Damnation,2017,18+,7.7,64%,True,False,False,False,True,English
Jericho,2006,16+,7.2,54%,True,False,False,False,True,English
American Odyssey,2015,16+,7.3,54%,True,False,False,False,True,English
Lab Rats,2012,7+,6.6,,True,False,False,True,True,[]
Little Things,2016,18+,8.3,,True,False,False,False,True,[]
From Dusk Till Dawn: The Series,2014,18+,6.9,,True,False,False,False,True,English
Grand Designs,1999,7+,8.5,,True,False,False,False,True,English
Explained,2018,16+,8.0,,True,False,False,False,True,English
Rhythm + Flow,2019,18+,7.6,92%,True,False,False,False,True,English
Carole & Tuesday,2019,7+,7.9,100%,True,False,False,False,True,Japanese
Teresa,2010,7+,7.7,,True,False,False,False,True,Spanish
The Innocents,2018,,6.3,81%,True,False,False,False,True,English
Tabula Rasa,2017,18+,8.1,,True,False,False,False,True,Dutch
Seis Manos,2019,18+,7.3,100%,True,False,False,False,True,English
The King: Eternal Monarch,2020,,8.5,,True,False,False,False,True,Korean
Cable Girls,2017,16+,7.7,,True,False,False,False,True,[]
Lady Dynamite,2016,16+,7.4,97%,True,False,False,False,True,English
Sunderland 'Til I Die,2018,18+,8.2,,True,False,False,False,True,English
Oliver Stone's Untold History of the United States,2012,all,8.6,,True,False,False,False,True,English
Toy Boy,2019,18+,6.5,,True,False,False,False,True,Spanish
Humsafar,2011,all,9.0,,True,False,False,False,True,Urdu
Crashing,2016,,7.7,,True,False,False,False,True,English
Norsemen,2016,18+,7.8,,True,False,False,False,True,[]
AJ and the Queen,2020,,7.6,50%,True,False,False,False,True,English
El marginal,2016,18+,8.2,,True,False,False,False,True,[]
Giri/Haji,2019,,7.9,100%,True,False,False,False,True,English
Van Helsing,2016,16+,6.2,,True,False,False,False,True,English
Hinterland,2013,,7.6,,True,False,False,False,True,Welsh
Crossing Lines,2013,16+,7.3,,True,False,False,False,True,English
The Eddy,2020,18+,7.0,68%,True,False,False,False,True,French
A.D. The Bible Continues,2015,16+,7.4,58%,True,False,False,False,True,English
The Letter for the King,2020,7+,5.9,58%,True,False,False,False,True,English
The Boat,2011,all,7.3,,True,False,False,False,True,[]
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,,True,True,False,False,True,Japanese
The Story of God with Morgan Freeman,2016,16+,7.9,,True,False,False,False,True,English
Greenhouse Academy,2017,7+,7.0,,True,False,False,False,True,English
Diagnosis,2019,18+,7.8,100%,True,False,False,False,True,English
W/ Bob & David,2015,18+,7.4,89%,True,False,False,False,True,English
Queen Sono,2020,18+,5.8,100%,True,False,False,False,True,English
Rotten,2018,18+,7.1,86%,True,False,False,False,True,English
Requiem,2018,18+,6.5,75%,True,False,False,False,True,English
Aggretsuko,2018,16+,8.0,,True,False,False,False,True,Japanese
The Code,2011,,7.4,100%,True,False,False,False,True,English
October Faction,2020,18+,6.1,33%,True,False,False,False,True,English
Rubí,2004,7+,8.1,,True,False,False,False,True,Spanish
Arthdal Chronicles,2019,,8.3,,True,False,False,False,True,Korean
The New Legends of Monkey,2018,7+,6.5,100%,True,False,False,False,True,English
America's Funniest Home Videos,1989,7+,6.2,,True,True,False,True,True,English
The Five,2016,,7.7,,True,False,False,False,True,English
Something in the Rain,2018,7+,8.1,,True,False,False,False,True,Korean
Adam Ruins Everything,2015,16+,8.0,,True,False,False,False,True,English
The Heirs,2013,16+,7.5,,True,False,False,False,True,Korean
Durarara!!,2010,16+,7.9,,True,True,False,False,True,Japanese
Beastars,2019,16+,8.0,,True,False,False,False,True,Japanese
Puella Magi Madoka Magica,2011,16+,8.3,,True,True,False,False,True,[]
Vagabond,2019,,8.3,,True,False,False,False,True,Korean
Maid Sama!,2010,16+,8.0,,True,True,False,False,True,[]
Robotech,1985,7+,8.5,,True,False,True,False,True,Japanese
"The Mind, Explained",2019,16+,8.1,,True,False,False,False,True,English
Boys Over Flowers,2009,16+,8.0,,True,True,False,False,True,Japanese
V Wars,2019,18+,6.1,,True,False,False,False,True,English
Occupied,2015,16+,7.7,,True,False,False,False,True,[]
The Devil Is a Part-Timer!,2013,16+,7.7,,True,False,False,False,True,[]
The Letdown,2017,,7.5,91%,True,False,False,False,True,English
Mischievous Kiss: Love in Tokyo,2013,,7.8,,True,False,False,False,True,Japanese
Power Rangers,1993,7+,6.4,73%,True,False,True,False,True,English
Fate/stay night [Unlimited Blade Works],2014,18+,8.0,,True,True,False,False,True,[]
Bobby Kennedy for President,2018,16+,8.2,95%,True,False,False,False,True,English
The Mist,2017,18+,5.4,62%,True,False,False,False,True,English
Hip Hop Evolution,2016,16+,8.4,,True,False,False,False,True,[]
Justice League Unlimited,2004,,8.7,,True,False,False,False,True,English
Undercover,2019,18+,7.9,,True,False,False,False,True,Dutch
Slugterra,2012,7+,6.3,,True,False,False,False,True,English
The Final Table,2018,all,7.7,50%,True,False,False,False,True,English
Velvet,2014,16+,8.1,,True,False,False,False,True,Spanish
Criminal: UK,2019,18+,7.4,,True,False,False,False,True,English
Salt Fat Acid Heat,2018,,7.7,100%,True,False,False,False,True,English
Suburra: Blood on Rome,2017,16+,8.0,,True,False,False,False,True,Italian
Signal,2016,,8.8,,True,False,False,False,True,[]
The Rise of Phoenixes,2018,7+,8.6,,True,False,False,False,True,Chinese
The Family,2019,16+,6.4,80%,True,False,False,False,True,[]
Red vs. Blue,2003,,8.3,,True,False,False,False,True,English
Huntik: Secrets & Seekers,2009,7+,8.3,,True,False,False,False,True,Italian
Cells at Work!,2018,16+,7.6,,True,False,False,False,True,Japanese
Flaked,2016,18+,7.2,35%,True,False,False,False,True,English
The Irregular at Magic High School,2014,16+,7.2,,True,False,False,False,True,[]
Too Hot to Handle,2020,,4.5,38%,True,False,False,False,True,English
The Disastrous Life of Saiki K.,2016,16+,8.3,,True,False,False,False,True,[]
Wanted,2016,16+,7.7,,True,False,False,False,True,English
Dad's Army,1968,7+,8.1,,True,False,False,False,True,English
Bad Education,2012,16+,7.4,,True,False,False,False,True,English
Angel Beats!,2010,16+,7.7,,True,False,False,False,True,Japanese
Dogs,2018,all,8.1,92%,True,False,False,False,True,[]
Fate/stay night,2006,18+,7.4,,True,True,False,False,True,[]
Brain Games,2011,7+,8.3,,True,False,False,True,True,English
Knights of Sidonia,2014,18+,7.8,,True,False,False,False,True,[]
Girlboss,2017,18+,7.0,36%,True,False,False,False,True,English
The Trial,2019,,7.0,75%,True,False,False,False,True,[]
Call My Agent,2015,7+,8.3,,True,False,False,False,True,[]
"What's New, Scooby-Doo?",2002,7+,7.2,,True,False,False,False,True,[]
Teasing Master Takagi-san,2018,7+,7.5,,True,False,False,False,True,[]
Yu-Gi-Oh!,1998,,7.9,,True,True,True,False,True,[]
Blue Exorcist,2011,16+,7.5,,True,True,False,False,True,[]
Black Money Love,2014,,7.2,,True,False,False,False,True,[]
WHAT / IF,2019,18+,6.3,,True,False,False,False,True,English
The Assets,2014,16+,7.5,56%,True,False,False,False,True,English
Baki,2018,18+,6.7,,True,False,False,False,True,Japanese
Nightflyers,2018,16+,5.9,35%,True,False,False,False,True,English
Stranger,2017,,8.6,,True,False,False,False,True,[]
How to Fix a Drug Scandal,2020,18+,6.9,86%,True,False,False,False,True,English
Scissor Seven,2018,7+,8.0,,True,False,False,False,True,Chinese
The Circle France,2020,,7.4,,True,False,False,False,True,French
Memories of the Alhambra,2018,16+,7.8,,True,False,False,False,True,Korean
Republic of Doyle,2010,16+,7.2,,True,False,True,False,True,English
Sick Note,2017,18+,6.8,50%,True,False,False,False,True,English
The Last O.G.,2018,7+,6.9,,True,False,False,False,True,English
Night on Earth,2020,7+,8.2,,True,False,False,False,True,English
Börü,2018,18+,8.2,,True,False,False,False,True,Turkish
Typewriter,2019,18+,6.5,60%,True,False,False,False,True,Hindi
Inspector Gadget,1983,7+,6.8,,True,False,False,False,True,English
Sofia the First,2013,all,6.9,,True,False,False,False,True,English
Hap and Leonard,2016,16+,7.6,,True,False,False,False,True,English
Jessie,2011,all,5.9,,True,False,False,True,True,English
I Think You Should Leave with Tim Robinson,2019,18+,7.4,93%,True,False,False,False,True,English
Kipo and the Age of Wonderbeasts,2020,,8.3,,True,False,False,False,True,English
K-ON!,2009,16+,7.6,,True,True,False,False,True,Japanese
Thieves of the Wood,2020,18+,6.7,,True,False,False,False,True,[]
Slasher,2016,18+,6.7,,True,False,False,False,True,English
Freud,2020,18+,6.6,50%,True,False,False,False,True,German
Between,2015,16+,6.0,22%,True,False,False,False,True,English
Norm Macdonald Has a Show,2018,,8.7,40%,True,False,False,False,True,English
Rita,2012,16+,8.1,,True,False,False,False,True,Danish
She's Gotta Have It,2017,18+,6.7,77%,True,False,False,False,True,English
The Nineties,2017,7+,8.2,,True,False,False,False,True,English
Casanova,2005,16+,7.9,,True,False,False,False,True,English
The Good Cop,2018,16+,7.0,50%,True,False,False,False,True,English
Bondi Rescue,2006,7+,7.6,,True,False,False,False,True,English
Black Earth Rising,2018,16+,7.4,79%,True,False,False,False,True,English
Tidelands,2018,18+,7.0,,True,False,False,False,True,English
Nobel,2016,18+,8.1,,True,False,False,False,True,Norwegian
Well-Intended Love,2019,,7.5,,True,False,False,False,True,[]
"Drugs, Inc.",2010,16+,7.8,,True,True,False,False,True,English
Midnight Diner: Tokyo Stories,2016,16+,8.4,,True,False,False,False,True,Japanese
Zindagi Gulzar Hai,2012,,9.0,,True,False,False,False,True,Urdu
People Just Do Nothing,2014,18+,8.5,,True,False,False,False,True,English
"Love, Chunibyo & Other Delusions",2012,16+,7.4,,True,True,False,False,True,[]
Man Like Mobeen,2017,,7.9,,True,False,False,False,True,English
Turn Up Charlie,2019,,7.1,42%,True,False,False,False,True,English
Tidying Up with Marie Kondo,2019,7+,6.6,79%,True,False,False,False,True,English
Home for Christmas,2019,18+,7.6,,True,False,False,False,True,[]
Wild District,2018,18+,8.4,,True,False,False,False,True,[]
Toast of London,2013,16+,8.2,,True,False,False,False,True,English
The Standups,2017,,6.7,100%,True,False,False,False,True,English
World War II In HD Colour,2009,7+,8.7,,True,False,False,False,True,[]
Roman Empire,2016,16+,6.9,,True,False,False,False,True,English
Pandemic: How to Prevent an Outbreak,2020,16+,6.3,,True,False,False,False,True,English
The Windsors,2016,18+,7.0,90%,True,False,False,False,True,English
A Korean Odyssey,2017,,8.1,,True,False,False,False,True,Korean
Charité at War,2017,7+,7.7,,True,False,False,False,True,[]
The Bernie Mac Show,2001,7+,6.9,,True,False,False,False,True,English
Charmed,2018,16+,4.5,,True,False,False,False,True,English
Another Life,2019,18+,4.9,6%,True,False,False,False,True,English
Cooked With Cannabis,2020,18+,6.9,80%,True,False,False,False,True,[]
The Victims' Game,2020,18+,7.4,,True,False,False,False,True,Chinese
The Joel McHale Show with Joel McHale,2018,18+,7.3,83%,True,False,False,False,True,English
Who Killed Little Gregory?,2019,,7.4,,True,False,False,False,True,English
Round Planet,2016,,7.7,,True,False,False,False,True,English
La familia P. Luche,2002,7+,7.7,,True,False,False,False,True,[]
Medical Police,2020,,5.8,86%,True,False,False,False,True,English
The Cleveland Show,2009,16+,5.5,,True,True,False,False,True,English
Monthly Girls' Nozaki-kun,2014,7+,7.7,,True,True,False,False,True,[]
Eternal Love,2017,7+,8.3,,True,False,False,False,True,[]
The Moaning of Life,2013,16+,8.1,,True,False,False,False,True,English
B: The Beginning,2018,18+,7.2,50%,True,False,False,False,True,Japanese
The Mysteries of Laura,2014,16+,6.8,24%,True,False,False,False,True,English
Selection Day,2018,16+,7.3,33%,True,False,False,False,True,Hindi
Wanderlust,2018,16+,7.0,73%,True,False,False,False,True,English
The Code,2014,,7.4,,True,True,False,False,True,English
Erased,2017,16+,7.9,,True,False,False,False,True,[]
Magic for Humans,2018,16+,7.1,,True,False,False,False,True,English
The Method,2015,18+,7.4,,True,False,False,False,True,[]
Zone Blanche,2017,,7.5,,True,False,False,False,True,French
Alexa & Katie,2018,all,7.3,,True,False,False,False,True,English
Good Morning Call,2016,all,7.8,,True,False,False,False,True,Japanese
The Boss Baby: Back in Business,2018,7+,6.4,,True,False,False,False,True,English
Shaka Zulu,1986,,7.7,,True,False,False,False,True,English
Winx Club,2004,7+,5.9,,True,False,False,False,True,English
Sin Senos Sí Hay Paraíso,2016,16+,6.7,,True,False,False,False,True,Spanish
Dogs of Berlin,2018,16+,7.5,,True,False,False,False,True,German
K-Project,2012,18+,7.2,,True,False,False,False,True,[]
El Chapulín,1972,all,8.5,,True,False,False,False,True,[]
The Same Sky,2017,7+,7.5,,True,False,False,False,True,[]
Secret Love Affair,2014,,7.8,,True,False,False,False,True,Korean
The Break,2016,,7.7,,True,False,False,False,True,[]
The Big Show Show,2020,all,6.4,,True,False,False,False,True,[]
Fast & Furious Spy Racers,2019,7+,5.2,80%,True,False,False,False,True,[]
Deadwind,2018,18+,7.2,,True,False,False,False,True,[]
HAPPYish,2015,18+,7.3,30%,True,False,False,False,True,[]
Chambers,2019,18+,6.5,41%,True,False,False,False,True,English
White Lines,2020,18+,6.2,58%,True,False,False,False,True,English
Dolly Parton's Heartstrings,2019,,7.6,63%,True,False,False,False,True,English
Intelligence,2006,,8.2,,True,False,True,False,True,English
"Coronavirus, Explained",2020,,7.8,,True,False,False,False,True,English
The Velvet Collection,2017,16+,7.2,,True,False,False,False,True,[]
Offspring,2010,16+,8.2,,True,True,False,False,True,English
Terrace House: Tokyo 2019-2020,2019,,7.8,,True,False,False,False,True,Japanese
Total Drama Island,2007,7+,7.1,,True,False,False,False,True,English
Rebellion,2016,16+,7.1,40%,True,False,False,False,True,English
High Seas,2019,16+,6.8,,True,False,False,False,True,[]
Goosebumps,1995,all,7.7,,True,False,False,False,True,English
Ashes of Love,2018,7+,8.5,,True,False,False,False,True,[]
Somebody Feed Phil,2018,,8.1,,True,False,False,False,True,English
