Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Actors
Snowfall,2017,18+,8.0,81%,False,True,False,False,True,"['Carter Hudson', 'Damson Idris', 'Isaiah John', 'Sergio Peris-Mencheta', 'Amin Joseph', 'Angela Lewis', 'Michael Hyatt', 'Emily Rios', 'Kevin Carroll', 'Filipe Valle Costa', 'Alon Aboutboul', 'Malcolm M. Mays', 'Marcus Henderson', 'Juan Javier Cárdenas']"
Shadowhunters,2016,16+,6.6,76%,False,True,False,False,True,[]
Top of the Lake,2013,18+,7.5,82%,False,True,False,False,True,"['Elisabeth Moss', 'David Wenham', 'Thomas M. Wright', 'Peter Mullan', 'Holly Hunter', 'Nicole Kidman', 'Gwendoline Christie', 'Alice Englert', 'David Dencik', 'Ewen Leslie']"
Prime Suspect,1991,18+,8.4,100%,False,True,False,False,True,"['Maria Bello', 'Aidan Quinn', 'Damon Gupton', 'Kirk Acevedo', 'Tim Griffin', ""Brían F. O'Byrne"", 'Kenny Johnson', 'Peter Gerety', 'Joe Nieves', 'Elizabeth Rodriguez']"
Deutschland,2015,18+,8.1,94%,False,True,False,False,True,"['Jonas Nay', 'Maria Schrader', 'Sylvester Groth', 'Uwe Preuss', 'Alexander Beyer', 'Niels Bormann', 'Carina N. Wiese', 'Sonja Gerhardt', 'Lavinia Wilson', 'Ludwig Trepte', 'Fritzi Haberlandt', 'Anke Engelke', 'Florence Kasumba', 'Raul Casso', 'Ulrich Noethen', 'Svenja Jung', 'Lisa Tomaschewsky', 'Corinna Harfouch']"
Rizzoli & Isles,2010,16+,7.6,72%,False,True,False,False,True,"['Angie Harmon', 'Sasha Alexander', 'Bruce McGill', 'Lorraine Bracco', 'Jordan Bridges', 'Lee Thompson Young', 'Idara Victor', 'Brian Goodman', 'Adam Sinclair']"
Stargate Universe,2009,16+,7.6,70%,False,True,True,False,True,"['Robert Carlyle', 'Louis Ferreira', 'Brian J. Smith', 'Elyse Levesque', 'David Blue', 'Alaina Huffman', 'Jamil Walker Smith', 'Ming-Na Wen']"
Key & Peele,2012,18+,8.3,97%,False,True,False,False,True,"['Jordan Peele', 'Keegan-Michael Key']"
The Mighty Boosh,2004,16+,8.3,100%,False,True,False,False,True,"['Noel Fielding', 'Matt Berry', 'Julian Barratt', 'Dave Brown', 'Michael Fielding', 'Rich Fulcher', 'Victoria Wicks']"
Blindspot,2015,16+,7.4,,False,True,False,False,True,"['Sullivan Stapleton', 'Jaimie Alexander', 'Ashley Johnson', 'Audrey Esparza', 'Rob Brown', 'Luke Mitchell', 'Ennis Esmer', 'Ukweli Roach', 'Marianne Jean-Baptiste', 'Archie Panjabi', 'Mary Elizabeth Mastrantonio', 'Michelle Hurd']"
Stumptown,2019,16+,7.5,92%,False,True,False,False,True,"['Cobie Smulders', 'Michael Ealy', 'Jake Johnson', 'Cole Sibus', 'Adrian Martinez', 'Camryn Manheim', 'Tantoo Cardinal']"
The Mindy Project,2012,16+,7.4,86%,False,True,False,False,True,"['Mindy Kaling', 'Ed Weeks', 'Ike Barinholtz', 'Beth Grant', 'Chris Messina', 'Xosha Roquemore', 'Adam Pally', 'Fortune Feimster', 'Anna Camp', 'Amanda Setton', 'Stephen Tobolowsky', 'Zoe Jarman']"
Empire,2015,16+,7.4,84%,False,True,False,False,True,"['Taraji P. Henson', 'Terrence Howard', 'Trai Byers', 'Gabourey Sidibe', 'Bryshere Y. Gray', 'Serayah', ""Ta'Rhonda Jones"", 'Jussie Smollett', 'Grace Byers', 'Andre Royo', 'Kaitlin Doubleday', 'Nicole Ari Parker', 'Rhyon Nicole Brown', 'Xzibit', 'A.Z. Kelsey', 'Meta Golding', 'Bre-Z', 'Vivica A. Fox', 'Rumer Willis', 'Chet Hanks', 'Wood Harris', 'Katlynn Simone', 'Mario', 'Morocco Omari', 'Malik Yoba', 'Terrell Carter']"
Quantum Leap,1989,7+,8.1,,False,True,False,False,True,"['Scott Bakula', 'Dean Stockwell']"
The Librarians,2014,16+,7.3,89%,False,True,False,False,True,"['Christian Kane', 'John Larroquette', 'Rebecca Romijn', 'John Harlan Kim', 'Lindy Booth']"
The Middle,2009,7+,7.5,,False,True,False,False,True,"['Patricia Heaton', 'Charlie McDermott', 'Eden Sher', 'Atticus Shaffer', 'Neil Flynn', 'Chris Kattan']"
The Resident,2018,16+,7.6,,False,True,False,False,True,"['Matt Czuchry', 'Emily VanCamp', 'Bruce Greenwood', 'Manish Dayal', 'Shaunette Renée Wilson', 'Malcolm-Jamal Warner', 'Jane Leeves', 'Glenn Morshower', 'Morris Chestnut', 'Melina Kanakaredes', 'Merrin Dungey', 'Moran Atias', 'Jessica Lucas']"
Manifest,2018,16+,7.2,57%,False,True,False,False,True,"['Melissa Roxburgh', 'Josh Dallas', 'Athena Karkanis', 'J.R. Ramirez', 'Luna Blaise', 'Jack Messina', 'Parveen Kaur', 'Matt Long', 'Holly Taylor']"
Saturday Night Live,1975,16+,8.1,,False,True,False,False,True,"['Phil Hartman', 'Chris Farley', 'John Belushi', 'Pete Davidson', 'Kate McKinnon', 'Kenan Thompson', 'Mikey Day', 'Beck Bennett', 'Michael Che', 'Colin Jost', 'Heidi Gardner', 'Kyle Mooney', 'Chris Redd', 'Aidy Bryant', 'Cecily Strong', 'Alex Moffat', 'Ego Nwodim', 'Melissa Villaseñor', 'Bowen Yang', 'Chloe Fineman', 'Andy Samberg', 'Darrell Hammond', 'Tina Fey', 'Maya Rudolph', 'Jimmy Fallon', 'Will Ferrell', 'Dana Carvey', 'Tracy Morgan', 'Don Pardo', 'Chris Rock', 'Fred Armisen', 'Amy Poehler', 'Chevy Chase', 'Rachel Dratch', 'Lauren Holt', 'Punkie Johnson', 'Andrew Dismukes', 'Kristen Wiig', 'Adam Sandler', 'Mike Myers', 'Molly Shannon', 'Bill Hader', 'Bill Murray', 'Chris Kattan', 'Darrell Hammond', 'David Spade', 'Kevin Nealon', 'Martin Short', 'Leslie Jones', 'Ana Gasteyer', 'Jason Sudeikis', 'Jon Lovitz', 'Seth Meyers', 'Dan Aykroyd', 'Eddie Murphy', 'Garrett Morris', 'Horatio Sanz', 'Jane Curtin', 'Laraine Newman', 'Norm Macdonald', 'Tim Meadows', 'Bobby Moynihan', 'Julia Louis-Dreyfus', 'Al Franken', 'Billy Crystal', 'Chris Parnell', 'Colin Quinn', 'Rob Schneider', 'Sarah Silverman', 'Victoria Jackson', 'Ellen Cleghorne', 'Julia Sweeney', 'Sasheer Zamata', 'Taran Killam', 'Vanessa Bayer', 'Will Forte', ""Mike O'Brien"", 'Jan Hooks', 'Dennis Miller', 'Ben Stiller', 'Gilda Radner', 'Jay Pharoah', 'Cheri Oteri', 'Gilbert Gottfried', 'Joe Piscopo', 'Denny Dillon', 'Nasim Pedrad', 'Noël Wells', 'David Koechner', 'Robert Downey, Jr.', 'Damon Wayans', 'Jim Downey', 'Luke Null', 'Bill Hanrahan', 'Mel Brandt', 'Jon Rudnitsky', 'John Milhiser', 'Brooks Wheelan', 'Tim Robinson', 'Abby Elliott', 'Paul Brittain', 'Jenny Slate', 'Michaela Watkins', 'Casey Wilson', 'Finesse Mitchell', 'Rob Riggle', 'Jeff Richards', 'Dean Edwards', 'Jerry Minor', 'Jim Breuer', 'Mark McKinney', 'Fred Wolf', 'Morwenna Banks', 'Chris Elliott', 'Michael McKean', 'Laura Kightlinger', 'Jay Mohr', 'Melanie Hutsell', 'Siobhan Fallon', 'Beth Cahill', 'Robert Smigel', 'A. Whitney Brown', 'Nora Dunn', 'Joan Cusack', 'Anthony Michael Hall', 'Randy Quaid', 'Terry Sweeney', 'Danitra Vance', 'Don Novello', 'Dan Vitale', 'Jim Belushi', 'Mary Gross', 'Christopher Guest', 'Rich Hall', 'Gary Kroeger', 'Harry Shearer', 'Pamela Stephenson', 'Robin Duke', 'Brad Hall', 'Tim Kazurinsky', 'Christine Ebersole', 'Tony Rosato', 'Brian Doyle-Murray', 'Gail Matthius', 'Ann Risley', 'Charles Rocket', 'Yvonne Hudson', 'Matthew Laurance', 'Patrick Weathers', 'Laurie Metcalf', 'Peter Aykroyd', 'Tom Davis', 'Tom Schiller', 'Paul Shaffer', 'Alan Zweibel', 'George Coe', ""Michael O'Donoghue"", 'Janeane Garofalo']"
Survivor,2000,7+,7.2,,False,True,True,False,True,"['Jeff Probst', 'Rob Mariano', 'Sandra Diaz-Twine']"
Nip/Tuck,2003,18+,7.6,75%,False,True,False,False,True,"['Kelly Carlson', 'Dylan Walsh', 'Julian McMahon', 'John Hensley', 'Roma Maffia', 'Joely Richardson', 'Bruno Campos', 'Valerie Cruz']"
New Amsterdam,2018,16+,8.1,34%,False,True,False,False,True,"['Freema Agyeman', 'Anupam Kher', 'Ryan Eggold', 'Tyler Labine', 'Janet Montgomery', 'Jocko Sims']"
Hellsing Ultimate,2006,18+,8.3,80%,False,True,False,False,True,"['Fumiko Orikasa', 'Jouji Nakata', 'Yoshiko Sakakibara', 'Norio Wakamoto']"
Steven Universe,2013,7+,8.2,,False,True,False,False,True,"['Zach Callison', 'Deedee Magno', 'Michaela Dietz', 'Estelle', 'Tom Scharpling', 'Shelby Rabara']"
Drake & Josh,2004,7+,7.7,,False,True,False,False,True,"['Josh Peck', 'Drake Bell', 'Miranda Cosgrove', 'Nancy Sullivan', 'Jonathan Goldstein']"
Ugly Betty,2006,7+,6.5,97%,False,True,False,False,True,"['America Ferrera', 'Eric Mabius', 'Becki Newton', 'Alan Dale', 'Tony Plana', 'Ana Ortiz', 'Ashley Jensen', 'Mark Indelicato', 'Christopher Gorham', 'Judith Light', 'Michael Urie', 'Rebecca Romijn', 'Vanessa Williams', 'Kevin Sussman', 'Daniel Eric Gold']"
black-ish,2014,7+,7.1,91%,False,True,False,False,True,"['Anthony Anderson', 'Marcus Scribner', 'Marsai Martin', 'Miles Brown', 'Tracee Ellis Ross', 'Peter MacKenzie', 'Jenifer Lewis', 'Jeff Meacham', 'Deon Cole', 'Yara Shahidi', 'Katlyn Nichol']"
Marvel's Cloak & Dagger,2018,16+,6.7,87%,False,True,False,False,True,"['Olivia Holt', 'Aubrey Joseph', 'Gloria Reuben', 'Emma Lahana', 'Andrea Roth', 'J.D. Evermore', 'Miles Mussenden', 'Carl Lundstedt', 'Jaime Zevallos']"
Wilfred,2011,18+,7.8,83%,False,True,False,False,True,"['Elijah Wood', 'Jason Gann', 'Fiona Gubelmann', 'Dorian Brown']"
Catch-22,2019,18+,7.8,84%,False,True,False,False,True,"['Kyle Chandler', 'Christopher Abbott', 'Daniel David Stewart', 'Rafi Gavron', 'Graham Patrick Martin', 'Austin Stowell', 'Gerran Howell', 'Jon Rudnitsky', 'Lewis Pullman', 'Hugh Laurie', 'George Clooney', 'Giancarlo Giannini', 'Pico Alexander']"
Stargate Atlantis,2004,7+,8.1,,False,True,True,False,True,"['Joe Flanigan', 'David Hewlett', 'Rachel Luttrell', 'Jason Momoa', 'Torri Higginson', 'Paul McGillion', 'Jewel Staite', 'Rainbow Sun Francks', 'Robert Picardo', 'Amanda Tapping']"
M*A*S*H,1972,7+,8.4,,False,True,False,False,True,"['Alan Alda', 'Loretta Swit', 'Gary Burghoff', 'William Christopher', 'Larry Linville', 'Jamie Farr', 'Wayne Rogers', 'McLean Stevenson', 'Mike Farrell', 'Harry Morgan', 'David Ogden Stiers']"
Invader Zim,2001,7+,8.3,100%,False,True,False,False,True,[]
For Life,2020,16+,7.5,86%,False,True,False,False,True,"['Nicholas Pinnock', 'Indira Varma', 'Joy Bryant', 'Dorian Missick', 'Tyla Harris', 'Timothy Busfield', 'Boris McGiver', 'Glenn Fleshler', 'Mary Stuart Masterson', 'John Doman']"
Wayward Pines,2015,16+,7.4,61%,False,True,False,False,True,"['Toby Jones', 'Shannyn Sossamon', 'Hope Davis', 'Charlie Tahan', 'Tom Stevens', 'Carla Gugino', 'Melissa Leo', 'Matt Dillon', 'Reed Diamond', 'Jason Patric', 'Kacey Rohl', 'Nimrat Kaur', 'Josh Helman', 'Tim Griffin', 'Djimon Hounsou', 'Terrence Howard', 'Juliette Lewis']"
Sailor Moon,1992,16+,7.7,90%,False,True,False,False,True,[]
Home Movies,1999,7+,8.0,100%,False,True,False,False,True,"['H. Jon Benjamin', 'Brendon Small', 'Melissa Bardin Galsky', 'Janine Ditullio', 'Loren Bouchard', 'Paula Poundstone', 'Ron Lynch']"
Mr Inbetween,2018,18+,8.3,95%,False,True,False,False,True,"['Scott Ryan', 'Chika Yasumura', 'Damon Herriman', 'Justin Rosniak', 'Brooke Satchwell', 'Nicholas Cassim', 'Matthew Nable', 'Ben Oxenbould']"
Mayans M.C.,2018,18+,7.5,86%,False,True,False,False,True,"['Edward James Olmos', 'Clayton Cardenas', 'J.D. Pardo', 'Richard Cabral', 'Sarah Bolger', 'Michael Irby', 'Raoul Trujillo', 'Danny Pino', 'Antonio Jaramillo', 'Carla Baratta', 'Emilio Rivera']"
The Unit,2006,16+,8.1,84%,False,True,False,False,True,"['Dennis Haysbert', 'Audrey Marie Anderson', 'Scott Foley', 'Regina Taylor', 'Michael Irby', 'Demore Barnes', 'Robert Patrick', 'Max Martini', 'Abby Brammell']"
I Love Lucy,1951,all,8.4,,False,True,False,False,True,"['Lucille Ball', 'Desi Arnaz', 'William Frawley', 'Vivian Vance', 'Richard Keith']"
Nashville,2012,7+,7.7,90%,False,True,False,False,True,"['Hayden Panettiere', 'Jonathan Jackson', 'Clare Bowen', 'Charles Esten', 'Sam Palladio', 'Lennon Stella', 'Maisy Stella', 'Chris Carmack', 'Connie Britton', 'Eric Close', 'Will Chase', 'Aubrey Peeples', 'Oliver Hudson', 'Powers Boothe', 'Cameron Scoggins', 'Kaitlin Doubleday', 'Robert Wisdom', 'Jeffrey Nordling']"
NYPD Blue,1993,18+,7.5,84%,False,True,True,False,True,"['Henry Simmons', 'Gordon Clapp', 'Dennis Franz', 'Nicholas Turturro', 'James McDaniel', 'Jimmy Smits', 'Kim Delaney', ""Gail O'Grady"", 'Sharon Lawrence', 'Justine Miceli', 'Bill Brochtrup', 'Garcelle Beauvais', 'Charlotte Ross', 'Esai Morales', 'Mark-Paul Gosselaar', 'Jacqueline Obradors', 'David Caruso', 'Sherry Stringfield', 'Amy Brenneman', 'Andrea Thompson', 'Rick Schroder', ""John F. O'Donohue"", 'Currie Graham', 'Bonnie Somerville']"
Ramy,2019,18+,8.0,97%,False,True,False,False,True,"['Ramy Youssef', 'Mo Amer', 'Dave Merheje', 'Amr Waked', 'Hiam Abbass', 'May Calamawy', 'Laith Nakli', 'Steve Way', 'MaameYaa Boafo', 'Michael Chernus', 'Molly Gordon', 'Jared Abrahamson', 'Rana Roy', 'Dina Shihabi', 'Anna Konkle', 'Omar Metwally', 'Maybe Burke', 'Becca Blackwell', 'Waleed Zuaiter', 'Mozhan Marnò', 'Raymond Neil Hernandez', 'Rosaline Elbay', 'Shadi Alfons']"
Don't Trust the B---- in Apartment 23,2012,16+,7.3,85%,False,True,False,False,True,"['Krysten Ritter', 'Dreama Walker', 'Eric André', 'Ray Ford', 'Michael Blaiklock', 'James Van Der Beek', 'Liza Lapira']"
MythBusters,2003,7+,8.3,,False,True,False,False,True,[]
The Goldbergs,2013,7+,8.1,,False,True,False,False,True,"['Wendi McLendon-Covey', 'Sean Giambrone', 'Hayley Orrantia', 'Jeff Garlin', 'Troy Gentile', 'George Segal', 'Sam Lerner', 'Amanda Michalka', 'Bryan Callen', 'Tim Meadows', 'Rachel Crow', 'Nia Long', 'Summer Parker']"
Letterkenny,2016,18+,8.7,,False,True,False,False,True,"['Jared Keeso', 'Nathan Dales', 'Michelle Mylett', 'K. Trevor Wilson', 'Dylan Playfair', 'Andrew Herr', 'Tyler Johnston', 'Evan Stern', 'Lisa Codrington', 'Jacob Tierney', 'Kamilla Kowal', 'Dan Petronijevic', 'Mark Forward', 'Tiio Horn', 'Clark Backo', 'Gregory Waters', 'James Daly', 'Melanie Scrofano', 'Jared Keeso', 'Alexander De Jordy', 'Kalinka Petrie', 'Tyler Hynes', 'Vanessa Matsui', 'Jared Abrahamson']"
Cougar Town,2009,7+,6.9,89%,False,True,True,False,True,"['Courteney Cox', 'Christa Miller', 'Busy Philipps', 'Dan Byrd', 'Josh Hopkins', 'Ian Gomez', 'Brian Van Holt']"
Regular Show,2010,7+,8.4,,False,True,False,False,True,"['J. G. Quintel', 'Janie Haddad Tompkins', 'Linda Cardellini', 'Mark Hamill', 'Sam Marin', 'Sam Marin', 'Sam Marin', 'William Salyers', 'J. G. Quintel']"
Motherland: Fort Salem,2020,16+,6.9,58%,False,True,False,False,True,"['Taylor Hickson', 'Jessica Sutton', 'Amalia Holm', 'Demetria McKinney', 'Ashley Nicole Williams']"
Bunheads,2012,16+,7.6,100%,False,True,False,False,True,"['Sutton Foster', 'Bailey De Young', 'Emma Dumont', 'Julia Goldani Telles', 'Kaitlyn Jenkins']"
CSI: Crime Scene Investigation,2000,16+,7.6,,False,True,False,False,True,"['Eric Szmanda', 'George Eads', 'Robert David Hall', 'Paul Guilfoyle', 'Jorja Fox', 'David Berman', 'Marg Helgenberger', 'Wallace Langham', 'William Petersen', 'Gary Dourdan', 'Jon Wellner', 'Elisabeth Harnois', 'Ted Danson', 'Elisabeth Shue', 'Liz Vassey', 'Laurence Fishburne', 'Louise Lombard', 'Lauren Lee Smith']"
One Tree Hill,2003,16+,7.6,,False,True,False,False,True,"['Chad Michael Murray', 'James Lafferty', 'Hilarie Burton Morgan', 'Bethany Joy Lenz', 'Paul Johansson', 'Lee Norris', 'Antwon Tanner', 'Barry Corbin', 'Craig Sheffer', 'Moira Kelly', 'Sophia Bush', 'Barbara Alyn Woods', 'Danneel Ackles', 'Austin Nichols', 'Jackson Brundage', 'Jana Kramer', 'Lisa Goldstein Kirsch', 'Robert Buckley', 'Shantel VanSanten', 'Stephen Colletti']"
Afro Samurai,2007,18+,7.7,100%,False,True,False,False,True,"['Ron Perlman', 'Kelly Hu', 'Yuri Lowenthal', 'Samuel L. Jackson', 'Phil LaMarr']"
Graceland,2013,16+,7.7,86%,False,True,False,False,True,"['Daniel Sunjata', 'Aaron Tveit', 'Vanessa Ferlito', 'Brandon Jay McLaren', 'Manny Montana', 'Serinda Swan']"
Scream Queens,2015,16+,7.1,75%,False,True,False,False,True,[]
Genius,2017,7+,8.4,70%,False,True,False,False,True,"['Antonio Banderas', 'Geoffrey Rush', 'Emily Watson', 'Johnny Flynn', 'Nicholas Rowe', 'Samantha Colley', 'Ralph Brown', 'Jon Fletcher', 'Richard Topol', 'Alex Rich', 'Clémence Poésy', 'Sebastian Roché', 'Robert Sheehan', 'Poppy Delevingne', 'Aisling Franciosi', 'Cynthia Erivo', 'Malcolm Barrett', 'Patrice Covington', 'Kimberly Hébert Gregory', 'Rebecca Naomi Jones', 'Sanai Victoria', 'Courtney B. Vance', 'David Cross', 'Steven Gregory Norfleet', 'Pauletta Washington', 'Omar J. Dorsey', 'Marque Richardson, II']"
The Looming Tower,2018,18+,8.0,88%,False,True,False,False,True,"['Tahar Rahim', 'Bill Camp', 'Michael Stuhlbarg', 'Peter Sarsgaard', 'Jeff Daniels', 'Sullivan Jones', 'Virginia Kull', 'Wrenn Schmidt', 'Ella Rae Peck', 'Louis Cancelmi']"
The Promised Neverland,2019,18+,8.8,,False,True,False,False,True,[]
Pinky and the Brain,1995,all,7.9,75%,False,True,False,False,True,[]
Married... with Children,1987,7+,8.0,,False,True,False,False,True,"[""Ed O'Neill"", 'Katey Sagal', 'Amanda Bearse', 'Christina Applegate', 'David Faustino', 'Ted McGinley', 'David Garrison']"
Last Man Standing,2011,16+,7.6,,False,True,False,False,True,"['Tim Allen', 'Nancy Travis', 'Molly McCook', 'Molly Ephraim', 'Hector Elizondo', 'Christoph Sanders', 'Amanda Fuller', 'Kaitlyn Dever', 'Jordan Masterson', 'Jonathan Adams', 'Flynn Morrison', 'Jet Jurgensmeyer', 'Krista Marie Yu', 'Alexandra Krosney']"
Emergence,2019,16+,7.2,94%,False,True,False,False,True,"['Allison Tolman', 'Alexa Jacqueline Swinton', 'Owain Yeoman', 'Ashley Aufderheide', 'Robert Bailey, Jr.', 'Zabryna Guevara', 'Donald Faison', 'Clancy Brown']"
Terriers,2010,18+,8.4,92%,False,True,False,False,True,"['Donal Logue', 'Jamie Denbo', 'Kimberly Quinn', 'Laura Allen', 'Michael Raymond-James', 'Rockmond Dunbar']"
UnREAL,2015,18+,7.8,82%,False,True,False,False,True,"['Brennan Elliott', 'Genevieve Buechner', 'Shiri Appleby', 'Craig Bierko', 'Constance Zimmer', 'Jeffrey Bowyer-Chapman', 'Josh Kelly', 'Monica Barbaro', 'B.J. Britt', 'Kim Matula', 'Michael Rady', 'Meagan Tandy', 'Caitlin Fitzgerald', 'Adam Demos', 'Bart Edwards', 'Alex Hernandez', 'Denée Benton', 'Gentry White', 'Алексей Воробьёв', 'Freddie Stroma', 'Ashley Scott', 'Breeda Wool', 'Johanna Braddy', 'Nathalie Kelley', 'Aline Elasmar']"
Blackadder,1983,7+,8.1,,False,True,True,False,True,"['Stephen Fry', 'Tony Robinson', 'Tim McInnerny', 'Tim McInnerny', 'Stephen Fry', 'Hugh Laurie', 'Miranda Richardson', 'Brian Blessed', 'Patsy Byrne', 'Rowan Atkinson', 'Rowan Atkinson', 'Rowan Atkinson', 'Tony Robinson', 'Tony Robinson', 'Hugh Laurie', 'Rowan Atkinson']"
The Hitchhiker's Guide to the Galaxy,1981,7+,8.0,67%,False,True,True,False,True,[]
Witches of East End,2013,16+,7.6,65%,False,True,False,False,True,"['Julia Ormond', 'Mädchen Amick', 'Jenna Dewan', 'Rachel Boston', 'Daniel DiTomasso', 'Eric Winter', 'Christian Cooke']"
The Wonder Years,1988,7+,8.3,,False,True,False,False,True,"['Fred Savage', 'Alley Mills', 'Jason Hervey', 'Josh Saviano', 'Dan Lauria', 'Danica McKellar', ""Olivia d'Abo""]"
Robot Chicken,2005,18+,7.7,,False,True,False,False,True,[]
Harlots,2017,18+,7.7,98%,False,True,False,False,True,"['Lesley Manville', 'Eloise Smyth', 'Kate Fleetwood', 'Bronwyn James', 'Holli Dempsey', 'Pippa Bennett-Warner', 'Danny Sapani', 'Jessica Brown Findlay', 'Samantha Morton', 'Douggie McMeekin', 'Dorothy Atkinson', 'Liv Tyler', 'Julian Rhind-Tutt', 'Rory Fleck Byrne', 'Edward Hogg', 'Richard McCabe', 'Hugh Skinner', 'Sebastian Armesto', 'Angela Griffin', 'Daisy Head', 'Anna Calder-Marshall', 'Alfie Allen', 'Jack Greenlees', 'Tim McInnerny', 'Fenella Woolgar', 'Gordon Kennedy', ""Con O'Neill""]"
Good Behavior,2016,16+,8.1,78%,False,True,False,False,True,"['Michelle Dockery', 'Juan Diego Botto', 'Lusia Strus', 'Terry Kinney', 'Nyles Julian Steele', 'Joey Kern']"
The Golden Girls,1985,7+,7.9,,False,True,False,False,True,"['Bea Arthur', 'Betty White', 'Rue McClanahan', 'Estelle Getty']"
RuPaul's Drag Race All Stars,2012,16+,8.6,70%,False,True,False,False,True,[]
Will & Grace,1998,16+,7.2,,False,True,False,False,True,"['Eric McCormack', 'Sean Hayes', 'Megan Mullally', 'Debra Messing', 'Shelley Morrison', 'Michael Angarano', 'Gary Grubbs']"
The Outer Limits,1963,7+,8.2,91%,False,True,False,False,True,['Kevin Conway']
Salem,2014,18+,7.1,82%,False,True,False,False,True,"['Janet Montgomery', 'Shane West', 'Seth Gabel', 'Tamzin Merchant', 'Elise Eberle', 'Iddo Goldberg', 'Ashley Madekwe', 'Joe Doyle', 'Oliver Bell', 'Xander Berkeley']"
The Hot Zone,2019,16+,7.3,90%,False,True,False,False,True,"['Julianna Margulies', 'Noah Emmerich', 'Topher Grace', 'Liam Cunningham', ""James D'Arcy"", 'Tony Goldwyn', 'Daniel Dae Kim']"
Baskets,2016,18+,7.5,92%,False,True,False,False,True,"['Zach Galifianakis', 'Martha Kelly', 'Louie Anderson']"
Make It or Break It,2009,16+,7.5,79%,False,True,False,False,True,"['Chelsea Hobbs', 'Ayla Kell', 'Josie Loren', 'Cassie Scerbo', 'Susan Ward', 'Candace Cameron Bure', 'Peri Gilpin', 'Zachary Abel', 'Dondre T. Whitfield', 'Marco James', 'Mia Rose Frampton', 'Rosa Blasi', 'Nicole Gale Anderson', 'Michelle Clunie', 'Amanda Leighton']"
The Great,2020,,7.8,81%,False,True,False,False,True,"['Elle Fanning', 'Nicholas Hoult', 'Phoebe Fox', 'Gwilym Lee', 'Sacha Dhawan', 'Charity Wakefield', 'Adam Godley', 'Belinda Bromilow', 'Bayo Gbadamosi', 'Sebastian De Souza', 'Douglas Hodge']"
Sliders,1995,7+,7.4,,False,True,False,False,True,"['Cleavant Derricks', ""Jerry O'Connell"", 'Sabrina Lloyd', 'Kari Wuhrer', 'John Rhys-Davies', 'Tembi Locke', 'Robert Floyd', ""Charlie O'Connell""]"
The Amazing World of Gumball,2011,7+,8.2,,False,True,False,False,True,"['Jacob Hopkins', 'Logan Parker Grove', 'Nicolas Cantu', 'Kyla Rae Kowalewski', 'Teresa Gallagher', 'Dan Russell', 'Kwesi Boakye', 'Terrell Ransom Jr.', 'Donielle T. Hansley, Jr', 'Christian J. Simon']"
A Million Little Things,2018,16+,7.9,53%,False,True,False,False,True,"['David Giuntoli', 'James Roday', 'Romany Malco', 'Christina Marie Moses', 'Allison Miller', 'Stephanie Szostak', 'Grace Park', 'Tristan Byon', 'Lizzy Greene', 'Chance Hurstfield', 'Christina Ochoa', 'Floriana Lima']"
Man Seeking Woman,2015,18+,7.7,93%,False,True,False,False,True,"['Jay Baruchel', 'Britt Lower', 'Eric André', 'Katie Findlay', 'Maya Erskine']"
Wu-Tang: An American Saga,2019,18+,8.3,80%,False,True,False,False,True,"['Ashton Sanders', 'Shameik Moore', 'Siddiq Saunderson', 'Julian Elijah Martinez', 'TJ Atoms', 'Marcus Callender', 'Zolee Griggs', 'Erika Alexander', 'David ""Dave East"" Brewster', 'Johnell Xavier Young']"
Ally McBeal,1997,16+,6.8,61%,False,True,False,False,True,"['Calista Flockhart', 'Greg Germann', 'Jane Krakowski', 'Peter MacNicol', 'Portia de Rossi', 'Lisa Nicole Carson', 'Vonda Shepard', 'Lucy Liu', 'Gil Bellows', 'Courtney Thorne-Smith', 'James Le Gros', 'Regina Hall', 'Robert Downey, Jr.', 'Josh Hopkins', 'James Marsden', 'John Michael Higgins', 'Julianne Nicholson', 'Hayden Panettiere']"
Siren,2018,16+,7.0,,False,True,False,False,True,"['Alex Roe', 'Eline Powell', 'Fola Evans Akingbola', 'Ian Verdun', 'Rena Owen', 'Sibongile Mlambo', 'Tiffany Lonsdale']"
The Detour,2016,7+,7.7,90%,False,True,False,False,True,"['Jason Jones', 'Natalie Zea', 'Ashley Gerasimovich', 'Liam Carroll', 'Laura Benanti', 'Daniella Pineda', 'Mary Grill', 'Natalie Zea']"
Kaguya-sama: Love is War,2019,16+,8.1,,False,True,False,False,True,[]
My Mad Fat Diary,2013,16+,8.4,95%,False,True,False,False,True,"['Sharon Rooney', 'Claire Rushbrook', 'Ian Hart', 'Jodie Comer', 'Nico Mirallegro', 'Dan Cohen']"
