Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Actors
YOU,2018,18+,7.8,91%,True,False,False,False,True,"['Penn Badgley', 'Elizabeth Lail', 'Ambyr Childers', 'Zach Cherry', 'Luca Padovan', 'Victoria Pedretti', 'James Scully', 'Jenna Ortega', 'Carmela Zumbado', 'Shay Mitchell', 'Shalita Grant', 'Travis Van Winkle', 'Scott Speedman']"
Sex Education,2019,16+,8.3,94%,True,False,False,False,True,"['Ncuti Gatwa', 'Asa Butterfield', 'Gillian Anderson']"
"Tiger King: Murder, Mayhem and Madness",2020,18+,7.8,86%,True,False,False,False,True,"['Joe Exotic', 'Carole Baskin', 'Rick Kirkham', 'John Finlay', 'Kelci Saffery', 'John Reinke', 'Bhagavan Antle', 'Erik Cowie']"
Star Trek: The Next Generation,1987,7+,8.6,89%,True,True,True,False,True,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'Michael Dorn', 'Marina Sirtis', 'Gates McFadden', 'LeVar Burton', 'Wil Wheaton', 'Denise Crosby']"
Broadchurch,2013,18+,8.4,92%,True,False,False,False,True,"['David Tennant', 'Olivia Colman', 'Andrew Buchan', 'Jodie Whittaker', 'Arthur Darvill', 'Charlotte Beaumont', 'Joe Sims', 'Carolyn Pickles', 'Adam Wilson', 'Matthew Gravelle', 'Pauline Quirke', 'Jonathan Bailey', 'Charlotte Rampling', 'Eve Myles', ""James D'Arcy"", 'Marianne Jean-Baptiste', 'Phoebe Waller-Bridge', 'Susan Brown', 'Vicky McClure', 'Will Mellor', 'Meera Syal', 'David Bradley', 'Tracey Childs']"
Kingdom,2019,18+,8.4,96%,True,False,False,False,True,"['Jonathan Tucker', 'Nick Jonas', 'Frank Grillo', 'Matt Lauria', 'Joanna Going', 'Kiele Sanchez', 'Natalie Martinez']"
Altered Carbon,2018,18+,8.1,64%,True,False,False,False,True,"['Renée Elise Goldsberry', 'Chris Conner', 'Joel Kinnaman', 'Martha Higareda', 'Dichen Lachman', 'Ato Essandoh', 'James Purefoy', 'Kristin Lehman', 'Anthony Mackie', 'Simone Missick', 'Lela Loren', 'Trieu Tran', 'Torben Liebrecht', 'Dina Shihabi']"
The Sinner,2017,16+,8.0,95%,True,False,False,False,True,"['Bill Pullman', 'Elisha Henig', 'Jessica Biel', 'Dohn Norwood', 'Carrie Coon', 'Natalie Paul', 'J. Eddie Martinez', 'Matt Bomer', 'Christopher Abbott', 'Abby Miller', 'Hannah Gross', 'Tracy Letts', 'Jessica Hecht', 'Parisa Fitz-Henley', 'Chris Messina']"
"Love, Death & Robots",2019,18+,8.5,78%,True,False,False,False,True,[]
Marvel's Jessica Jones,2015,18+,8.0,83%,True,False,False,False,True,"['Krysten Ritter', 'Rachael Taylor', 'Eka Darville', 'Carrie-Anne Moss', 'David Tennant', 'J.R. Ramirez', 'Janet McTeer', 'Wil Traval', 'Benjamin Walker', 'Tiffany Mack', 'Jeremy Bobb', 'Mike Colter', 'Leah Gibson', 'Erin Moriarty', 'Sarita Choudhury', 'Terry Chen']"
New Girl,2011,16+,7.7,94%,True,False,False,False,True,"['Zooey Deschanel', 'Jake Johnson', 'Max Greenfield', 'Hannah Simone', 'Lamorne Morris', 'Damon Wayans, Jr.', 'Danielle Rockoff', 'Rhiannon Rockoff']"
The Good Wife,2009,16+,8.3,94%,True,True,True,False,True,"['Julianna Margulies', 'Christine Baranski', 'Matt Czuchry', 'Archie Panjabi', 'Josh Charles', 'Makenzie Vega', 'Alan Cumming', 'Graham Phillips', 'Zach Grenier', 'Cush Jumbo', 'Jeffrey Dean Morgan', 'Matthew Goode']"
The Umbrella Academy,2019,16+,7.9,77%,True,False,False,False,True,"['Elliot Page', 'Tom Hopper', 'Emmy Raver-Lampman', 'David Castañeda', 'Robert Sheehan', 'Aidan Gallagher', 'Justin H. Min', 'Colm Feore', 'Kate Walsh', 'Adam Godley', 'Cameron Britton', 'Ritu Arya', 'Yusuf Gatewood', 'Marin Ireland', 'Mary J. Blige', 'John Magaro']"
Marvel's The Punisher,2017,18+,8.5,63%,True,False,False,False,True,"['Jon Bernthal', 'Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore', 'Ebon Moss-Bachrach', 'Floriana Lima', 'Josh Stewart', 'Giorgia Whigham', 'Jaime Ray Newman', 'Michael Nathanson', 'Paul Schulze', 'Daniel Webber', 'Deborah Ann Woll']"
Ash vs Evil Dead,2015,18+,8.4,99%,True,False,False,False,True,"['Bruce Campbell', 'Ray Santiago', 'Dana DeLorenzo', 'Lucy Lawless', 'Jill Marie Jones', ""Arielle Carver-O'Neill"", 'Ted Raimi', 'Michelle Hurd', 'Pepi Sonuga', 'Lindsay Farris']"
Master of None,2015,18+,8.3,100%,True,False,False,False,True,"['Aziz Ansari', 'Eric Wareheim', 'Noël Wells', 'Lena Waithe', 'Kelvin Yu', 'Ravi Patel']"
Bodyguard,2018,18+,8.1,93%,True,False,False,False,True,"['Richard Madden', 'Vincent Franklin', 'Sophie Rundle', 'Gina McKee', 'Pippa Haywood', 'Stuart Bowman', 'Ash Tandon', 'Nina Toussaint-White', 'Keeley Hawes']"
Schitt's Creek,2015,16+,8.4,50%,True,False,True,False,True,"['Eugene Levy', ""Catherine O'Hara"", 'Daniel Levy', 'Annie Murphy', 'Emily Hampshire', 'Chris Elliott', 'Jennifer Robertson', 'Sarah Levy', 'Karen Robinson', 'Dustin Milligan', 'Noah Reid', 'John Hemphill', 'Tim Rozon', 'Rizwan Manji', 'Robin Duke', 'Steve Lund', 'Ennis Esmer', 'Sarah Power', 'Richard Waugh', 'John Bourgeois', 'Sherry Miller', 'Ted Whittall', 'Deborah Tennant', 'Ben Ayres', 'Kristen Hager', 'François Arnaud', 'Kim Roberts', 'Aaron Poole', 'Brittany Allen', 'Matthew Tissi', 'Alan C. Peterson', 'Stefani Kimber', 'Vanessa Matsui', 'Jennifer Dale', 'Keith Dinicol', 'Rachel Wilson', 'Romaine Waite', 'Meaghan Rath', 'James Cade', 'Laura Soltis', 'Salvatore Antonio', 'Linda Thorson', 'Martin Roach', 'Kevin McGarry', 'Henry Czerny', 'Genelle Williams', 'Victor Garber', 'Saul Rubinek', 'Rainbow Sun Francks', 'Elena Juatco', 'Husein Madhavji', 'Matt Wells']"
Narcos: Mexico,2018,18+,8.4,88%,True,False,False,False,True,"['Diego Luna', 'Scoot McNairy', 'José María Yázpik', 'Alejandro Edda', 'Alfonso Dosal', 'Fernanda Urrejola', 'Manuel Masalva', 'Teresa Ruiz', 'Michael Peña', 'Gerardo Taracena', 'Joaquín Cosío', 'Matt Letscher', 'Tenoch Huerta', 'Julio César Cedillo', 'Aaron Staton', 'Alyssa Diaz', 'Gorka Lasaosa', 'Jesse Garcia', 'Matt Biedel', 'Alberto Zeni', 'Lenny Jacobson', 'Mayra Hermosillo', 'Miguel Rodarte', 'Jero Medina', 'Ernesto Alterio', 'Alex Knight', 'Andres Londono', 'Alberto Ammann', 'Flavio Medina']"
The West Wing,1999,16+,8.8,75%,True,False,False,False,True,"['Martin Sheen', 'Allison Janney', 'Bradley Whitford', 'Richard Schiff', 'Dulé Hill', 'Janel Moloney', 'John Spencer', 'Jimmy Smits', 'Joshua Malina', 'Rob Lowe', 'Stockard Channing', 'Kristin Chenoweth', 'Moira Kelly', 'Alan Alda', 'Mary McCormack', 'Elisabeth Moss']"
Bates Motel,2013,18+,8.2,93%,True,False,False,False,True,"['Vera Farmiga', 'Freddie Highmore', 'Max Thieriot', 'Nestor Carbonell', 'Olivia Cooke', 'Kenny Johnson', 'Nicola Peltz']"
Atypical,2017,18+,8.3,87%,True,False,False,False,True,"['Keir Gilchrist', 'Jennifer Jason Leigh', 'Brigette Lundy-Paine', 'Michael Rapaport', 'Amy Okuda']"
Once Upon a Time,2011,7+,7.7,80%,True,False,False,False,True,"['Jennifer Morrison', 'Lana Parrilla', 'Jared S. Gilmore', 'Robert Carlyle', 'Ginnifer Goodwin', 'Josh Dallas', ""Colin O'Donoghue"", 'Emilie de Ravin', 'Rebecca Mader', 'Sean Maguire', 'Meghan Ory', 'Raphael Sbarge', 'Michael Raymond-James', 'Eion Bailey', 'Andrew J. West', 'Alison Fernandez', ""Colin O'Donoghue"", 'Dania Ramirez', 'Michael Socha', 'Mekia Cox', 'Gabrielle Anwar', 'Jamie Dornan']"
Gomorrah,2014,18+,8.7,94%,True,False,False,False,True,[]
Making a Murderer,2015,16+,8.6,84%,True,False,False,False,True,[]
Death Note,2006,18+,9.0,,True,True,False,False,True,"['Mamoru Miyano', 'Shido Nakamura', 'Kappei Yamaguchi']"
Castlevania,2017,18+,8.2,93%,True,False,False,False,True,"['Richard Armitage', 'Alejandra Reynoso', 'James Callis', 'Theo James', ""Adetokumboh M'Cormack"", 'Jaime Murray', 'Graham McTavish', 'Emily Swallow', 'Matt Frewer', 'Bill Nighy', 'Peter Stormare', 'Jessica Brown Findlay', 'Jason Isaacs', 'Navid Negahban', 'Rila Fukushima', 'Toru Uchikado', 'Ivana Milicevic', 'Yasmine Al Massri', 'Tony Amendola', 'Gildart Jackson', 'Lance Reddick', 'Barbara Steele']"
Riverdale,2017,16+,7.0,86%,True,False,False,False,True,"['Lili Reinhart', 'Camila Mendes', 'K.J. Apa', 'Cole Sprouse', 'Casey Cott', 'Madelaine Petsch', 'Mädchen Amick', 'Skeet Ulrich', 'Mark Consuelos', 'Marisol Nichols', 'Charles Melton', 'Vanessa Morgan', 'Luke Perry', 'Drew Tanner', 'Ashleigh Murray', 'Erinn Westbrook']"
Burn Notice,2007,7+,7.9,88%,True,True,True,False,True,"['Jeffrey Donovan', 'Bruce Campbell', 'Gabrielle Anwar', 'Sharon Gless', 'Coby Bell']"
Fauda,2015,16+,8.3,100%,True,False,False,False,True,"['Lior Raz', 'Doron Ben-David', 'Itzik Cohen', ""Shadi Mar'i"", ""Rona-Lee Shim'on"", 'Boaz Konforty', 'Tsahi Halevi', 'Laetitia Eido', 'Neta Garty', 'Hisham Suliman', 'Yaakov Zada Daniel', 'Firas Nassar', 'Yuval Segal', 'Idan Amedi', 'Hanan Hillo', 'Tomer Kapon', 'Khawlah Hag-Debsy', 'Uri Gavriel', 'Mouna Hawa', 'Yaara Benbenishty']"
Russian Doll,2019,18+,7.9,96%,True,False,False,False,True,"['Natasha Lyonne', 'Charlie Barnett', 'Greta Lee', 'Elizabeth Ashley', 'Yul Vazquez']"
Our Planet,2019,7+,9.3,93%,True,False,False,False,True,['David Attenborough']
Big Mouth,2017,18+,8.0,100%,True,False,False,False,True,"['Jenny Slate', 'Ayo Edebiri', 'Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas', 'Nick Kroll', 'Fred Armisen', 'Jordan Peele', 'Nick Kroll', 'Maya Rudolph', 'Nick Kroll', 'Maya Rudolph']"
American Horror Story,2011,18+,8.0,,True,True,True,False,True,"['Emma Roberts', 'Sarah Paulson', 'Taissa Farmiga', 'Frances Conroy', 'Sarah Paulson', 'Connie Britton', 'Dylan McDermott', 'Evan Peters', 'Jessica Lange', 'Evan Peters', 'Evan Peters', 'Jessica Lange', 'Jessica Lange', 'Jessica Lange', 'Zachary Quinto', 'Taissa Farmiga', 'Finn Wittrock', 'Sarah Paulson', 'Lily Rabe', 'Chloë Sevigny', 'Lady Gaga', 'Lily Rabe', 'Lizzie Brocheré', 'Kathy Bates', 'Angela Bassett', 'Evan Peters', 'Kathy Bates', 'Evan Peters', 'Wes Bentley', ""Denis O'Hare"", 'Sarah Paulson', 'Evan Peters', 'Joseph Fiennes', 'James Cromwell', 'Emma Roberts', ""Denis O'Hare"", ""Denis O'Hare"", 'Kathy Bates', 'Sarah Paulson', 'Cuba Gooding, Jr.', 'Billie Lourd', 'Kathy Bates', 'Michael Chiklis', 'Sarah Paulson', 'Matt Bomer', 'Cheyenne Jackson', 'Lily Rabe', 'Angela Bassett', 'Alison Pill', 'Cody Fern', 'Emma Roberts', 'Billie Lourd', 'Cody Fern', 'Gus Kenworthy', 'John Carroll Lynch', 'Angelica Ross', 'Zach Villa', ""Denis O'Hare"", 'Frances Conroy', 'Kathy Bates', 'Andre Holland', 'Cheyenne Jackson', 'Billie Lourd', 'Leslie Grossman', 'Leslie Grossman', 'Matthew Morrison', 'Angela Bassett', 'Wes Bentley', 'Adina Porter', 'Sarah Paulson', 'Sarah Paulson', 'Cheyenne Jackson', ""Denis O'Hare"", 'Evan Peters', 'Evan Peters', 'Cheyenne Jackson', 'Evan Peters']"
Gotham,2014,16+,7.8,77%,True,False,False,False,True,"['Benjamin McKenzie', 'Donal Logue', 'David Mazouz', 'Robin Lord Taylor', 'Cory Michael Smith', 'Sean Pertwee', 'Erin Richards', 'Camren Renee Bicondova', 'Morena Baccarin', 'Drew Powell', 'Jessica Lucas', 'Chris Chalk', 'John Doman', 'Jada Pinkett Smith', 'Maggie Geha', 'Michael Chiklis', 'Zabryna Guevara', 'Andrew Stewart-Jones', 'James Frain', 'Benedict Samuel', 'Victoria Cartagena', 'Alexander Siddig', 'Crystal Reed', ""Nick D'Agosto""]"
I Am Not Okay with This,2020,18+,7.6,85%,True,False,False,False,True,[]
Criminal Minds,2005,16+,8.1,,True,False,False,False,True,"['Kirsten Vangsness', 'A.J. Cook', 'Matthew Gray Gubler', 'Joe Mantegna', 'Thomas Gibson', 'Shemar Moore', 'Paget Brewster', 'Aisha Tyler', 'Adam Rodriguez', 'Daniel Henney', 'Mandy Patinkin', 'Jeanne Tripplehorn', 'Lola Glaudini', 'Jennifer Love Hewitt', 'Damon Gupton', 'Rachel Nichols']"
The Vietnam War,2017,18+,9.1,98%,True,False,False,False,True,['Peter Coyote']
Waco,2018,18+,7.9,68%,True,False,False,False,True,"['Paul Sparks', 'Rory Culkin', 'Michael Shannon', 'Taylor Kitsch', 'Andrea Riseborough', 'Shea Whigham', 'Melissa Benoist', 'Julia Garner', 'Glenn Fleshler', 'John Leguizamo']"
Star Trek,1966,7+,8.3,80%,True,True,True,False,True,"['Leonard Nimoy', 'William Shatner', 'DeForest Kelley']"
The OA,2016,16+,7.9,84%,True,False,False,False,True,"['Brit Marling', 'Patrick Gibson', 'Emory Cohen', 'Ian Alexander', 'Will Brill', 'Brandon Perea', 'Phyllis Smith', 'Brendan Meyer', 'Jason Isaacs', 'Sharon Van Etten', 'Alice Krige', 'Scott Wilson', 'Paz Vega', 'Chloë Levine', 'Kingsley Ben-Adir']"
Outer Banks,2020,18+,7.6,72%,True,False,False,False,True,"['Charles Esten', 'Madelyn Cline', 'Chase Stokes', 'Jonathan Daviss', 'Madison Bailey', 'Rudy Pankow', 'Drew Starkey', 'Austin North']"
The Midnight Gospel,2020,18+,8.4,90%,True,False,False,False,True,"['Phil Hendrie', 'Duncan Trussell']"
Good Girls,2018,16+,7.9,87%,True,True,False,False,True,"['Christina Hendricks', 'Manny Montana', 'Reno Wilson', 'Matthew Lillard', 'Retta', 'Mae Whitman', 'Lidya Jewett', 'Izzy Stannard']"
Chilling Adventures of Sabrina,2018,16+,7.6,84%,True,False,False,False,True,"['Lucy Davis', 'Tati Gabrielle', 'Chance Perdomo', 'Kiernan Shipka', 'Jaz Sinclair', 'Miranda Otto', 'Ross Lynch', 'Lachlan Watson', 'Adeline Rudolph', 'Michelle Gomez', 'Richard Coyle', 'Gavin Leatherwood', 'Michelle Gomez', 'Kiernan Shipka']"
Doctor Foster,2015,16+,7.7,85%,True,False,False,False,True,"['Suranne Jones', 'Bertie Carvel', 'Tom Taylor', 'Thusita Jayasundera', 'Clare-Hope Ashitey', 'Martha Howe-Douglas', 'Victoria Hamilton', 'Adam James', 'Neil Stuke', 'Sara Stewart', 'Jodie Comer', 'Charlie Cunniffe']"
Gilmore Girls,2000,16+,8.1,85%,True,False,False,False,True,"['Lauren Graham', 'Alexis Bledel', 'Scott Patterson', 'Melissa McCarthy', 'Kelly Bishop', 'Sean Gunn', 'Keiko Agena', 'Liza Weil', 'Yanic Truesdale', 'Edward Herrmann', 'Jared Padalecki', 'Matt Czuchry', 'Milo Ventimiglia', 'Chris Eigeman']"
iZombie,2015,16+,7.9,91%,True,False,False,False,True,"['Rose McIver', 'Malcolm Goodwin', 'Rahul Kohli', 'Robert Buckley', 'David Anders', 'Alyson Michalka', 'Bryce Hodgson', 'Robert Knepper', 'Bryce Hodgson']"
Anne with an E,2017,7+,8.6,62%,True,False,False,False,True,"['Amybeth McNulty', 'R.H. Thomson', 'Geraldine James', 'Dalila Bela', 'Lucas Jade Zumann', 'Corrine Koslo', 'Aymeric Jett Montaz', 'Dalmar Abuzeid', 'Cory Grüter-Andrew']"
A Series of Unfortunate Events,2017,7+,7.8,96%,True,False,False,False,True,"['Presley Smith', 'Louis Hynes', 'Malina Weissman', 'Neil Patrick Harris', 'Patrick Warburton', 'K. Todd Freeman', 'Lucy Punch', 'Dylan Kingwell', 'Avi Lake', 'Dylan Kingwell']"
Neon Genesis Evangelion,1995,16+,8.5,100%,True,False,False,False,True,"['Spike Spencer', 'Allison Keith', 'Amanda Winn Lee', 'Tiffany Grant', 'Sue Ulu', 'Tristan MacAvery', 'Guil Lunde', 'Aaron Krohn', 'Rick Peeples', 'Jason Lee', 'Kendra Benham', 'Matt Greenfield', 'Cynthia Martinez', 'Joe Pisano', 'Kurt Stoll', 'Vic Mignogna', 'Carol Amerson', 'Laura Chapman']"
Into the Badlands,2015,16+,8.0,83%,True,False,False,False,True,"['Ally Ioannides', 'Aramis Knight', 'Emily Beecham', 'Daniel Wu', 'Orla Brady', 'Nick Frost', 'Madeleine Mantock', 'Márton Csókás', 'Babou Ceesay', 'Sherman Augustus', 'Ella-Rae Smith', 'Lorraine Toussaint', 'Sarah Bolger', 'Oliver Stark']"
Monty Python's Flying Circus,1969,16+,8.8,100%,True,False,False,False,True,[]
Jane the Virgin,2014,7+,7.8,100%,True,False,False,False,True,"['Justin Baldoni', 'Gina Rodriguez', 'Andrea Navedo', 'Yael Grobglas', 'Ivonne Coll', 'Jaime Camil', 'Brett Dier', 'Elias Janssen']"
Halt and Catch Fire,2014,16+,8.4,90%,True,False,False,False,True,"['Lee Pace', 'Scoot McNairy', 'Mackenzie Davis', 'Kerry Bishé', 'Toby Huss', 'Aleksa Palladino', 'David Wilson Barnes']"
Grace and Frankie,2015,7+,8.3,89%,True,False,False,False,True,"['Jane Fonda', 'Lily Tomlin', 'Martin Sheen', 'Sam Waterston', 'June Diane Raphael', 'Baron Vaughn', 'Brooklyn Decker', 'Ethan Embry']"
NCIS,2003,16+,7.8,40%,True,False,False,False,True,"['Mark Harmon', 'Sean Murray', 'David McCallum', 'Pauley Perrette', 'Michael Weatherly', 'Rocky Carroll', 'Brian Dietzen', 'Cote de Pablo', 'Emily Wickersham', 'Wilmer Valderrama', 'Maria Bello', 'Lauren Holly', 'Diona Reasonover', 'Sasha Alexander', 'Duane Henry', 'Jennifer Esposito']"
Weeds,2005,18+,7.9,70%,True,False,False,False,True,"['Mary-Louise Parker', 'Hunter Parrish', 'Alexander Gould', 'Justin Kirk', 'Kevin Nealon', 'Andy Milder', 'Romany Malco', 'Allie Grant', 'Tonye Patano', 'Elizabeth Perkins']"
GLOW,2017,18+,8.0,93%,True,False,False,False,True,"['Alison Brie', 'Betty Gilpin', 'Sydelle Noel', 'Kate Nash', 'Marc Maron', 'Britney Young', 'Jackie Tohn', 'Kia Stevens', 'Gayle Rankin', 'Chris Lowell', 'Britt Baron']"
Person of Interest,2011,16+,8.4,,True,False,False,False,True,"['James Caviezel', 'Michael Emerson', 'Kevin Chapman', 'Taraji P. Henson', 'Amy Acker', 'Sarah Shahi', 'Amy Acker']"
13 Reasons Why,2017,18+,7.8,39%,True,False,False,False,True,"['Dylan Minnette', 'Ross Butler', 'Brandon Flynn', 'Christian Navarro', 'Alisha Boe', 'Miles Heizer', 'Devin Druid', 'Justin Prentice', 'Amy Hargreaves', 'Timothy Granaderos', 'Kate Walsh', 'Katherine Langford', 'Mark Pellegrino', 'Derek Luke', 'Tyler Barnhardt', 'Grace Saif', 'Brenda Strong', ""Brian d'Arcy James"", 'Deaken Bluman', 'Jan Luis Castellanos', 'Gary Sinise']"
Godless,2017,16+,8.3,85%,True,False,False,False,True,"['Merritt Wever', 'Michelle Dockery', 'Jeff Daniels', ""Jack O'Connell"", 'Thomas Brodie Sangster', 'Scoot McNairy', 'Tantoo Cardinal', 'Kim Coates', 'Sam Waterston']"
Locked Up,2015,16+,8.3,100%,True,False,False,False,True,[]
Mushi-Shi,2005,16+,8.5,100%,True,True,True,False,True,"['Mika Doi', 'Yûto Nakano', 'Yuji Ueda']"
Gossip Girl,2008,16+,7.4,84%,True,False,False,False,True,"['Blake Lively', 'Penn Badgley', 'Leighton Meester', 'Matthew Settle', 'Ed Westwick', 'Chace Crawford', 'Taylor Momsen', 'Kelly Rutherford', 'Jessica Szohr', 'Connor Paolo', 'Kaylee Defer']"
Unbreakable Kimmy Schmidt,2015,16+,7.6,96%,True,False,False,False,True,"['Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Jane Krakowski', 'Sara Chase', 'Sol Miranda', 'Lauren Adams']"
Lost in Space,2018,7+,7.3,75%,True,False,False,False,True,"['Taylor Russell', 'Maxwell Jenkins', 'Molly Parker', 'Parker Posey', 'Mina Sundwall', 'Toby Stephens', 'Ignacio Serricchio', 'Brian Steele']"
Scandal,2012,16+,7.7,93%,True,False,False,False,True,"['Kerry Washington', 'Darby Stanchfield', 'Katie Lowes', 'Guillermo Diaz', 'Tony Goldwyn', 'Jeff Perry', 'Bellamy Young', 'Joshua Malina', 'Scott Foley', 'Joe Morton', 'George Newbern', 'Cornelius Smith Jr.', 'Portia de Rossi', 'Columbus Short', 'Henry Ian Cusick']"
Hunter x Hunter,2011,16+,8.9,,True,True,False,False,True,"['Mariya Ise', 'Megumi Han', 'Miyuki Sawashiro']"
One Day at a Time,2017,7+,8.2,99%,True,False,False,False,True,"['Justina Machado', 'Rita Moreno', 'Isabella Gomez', 'Todd Grinnell', 'Marcel Ruiz', 'Stephen Tobolowsky']"
DC's Legends of Tomorrow,2016,16+,6.8,87%,True,False,False,False,True,"['Caity Lotz', 'Dominic Purcell', 'Amy Pemberton', 'Brandon Routh', 'Nick Zano', 'Tala Ashe', 'Franz Drameh', 'Jes Macallan', 'Victor Garber', 'Maisie Richardson-Sellers', 'Arthur Darvill', 'Maisie Richardson-Sellers', 'Courtney Ford', 'Wentworth Miller', 'Ramona Young', 'Ciara Renée', 'Olivia Swann', 'Matt Letscher', 'Keiynan Lonsdale', 'Falk Hentschel', 'Courtney Ford', 'LaMonica Garrett', 'Lisseth Chavez']"
Manhunt,2017,16+,8.1,93%,True,False,False,False,True,"['Martin Clunes', 'Katie Lyons', 'Claudie Blakley', 'Celyn Jones']"
Naruto,2002,7+,8.3,,True,True,False,False,True,"['Junko Takeuchi', 'Junko Takeuchi', 'Noriaki Sugiyama', 'Chie Nakamura', 'Kazuhiko Inoue', 'Houchu Ohtsuka', 'Masako Katsuki', 'Masako Katsuki', 'Hidekatsu Shibata', 'Kujira', 'Toshihiko Seki', 'Showtaro Morikubo', 'Akira Ishida', 'Kentaro Ito', 'Kouichi Toochika', 'Kousuke Toriumi', 'Shinji Kawada', 'Yoichi Masukawa', 'Nana Mizuki', 'Romi Park', 'Ryouka Yuzuki', 'Yasuyuki Kase', 'Yukari Tamura', 'Hideo Ishikawa', 'Ikue Ōtani', 'Keiko Nemoto', 'Masashi Ebara', 'Masayo Hosono', 'Nobutoshi Canna', 'Robert Missler', 'Shinpachi Tsuji', 'Unshō Ishizuka', 'Hidekatsu Shibata']"
Charmed,1998,16+,7.1,75%,True,False,False,False,True,"['Madeleine Mantock', 'Sarah Jeffery', 'Melonie Diaz', 'Rupert Evans', 'Nick Hargrove', 'Jordan Donica', ""Ser'Darius Blain"", 'Ellen Tamaki', 'Poppy Drayton']"
The Dragon Prince,2018,7+,8.4,100%,True,False,False,False,True,"['Paula Burrows', 'Jack De Sena', 'Sasha Rojen', 'Racquel Belmonte']"
Locke & Key,2020,16+,7.4,67%,True,False,False,False,True,"['Connor Jessup', 'Emilia Jones', 'Jackson Robert Scott', 'Darby Stanchfield', 'Petrice Jones', 'Laysla De Oliveira', 'Griffin Gluck']"
Alias Grace,2017,18+,7.8,99%,True,False,False,False,True,"['Sarah Gadon', 'Anna Paquin', 'Edward Holcroft', 'Kerr Logan', 'Zachary Levi', 'Rebecca Liddiard', 'David Cronenberg', 'Paul Gross']"
American Vandal,2017,16+,8.2,97%,True,False,False,False,True,"['Tyler Alvarez', 'Griffin Gluck', 'Jimmy Tatro', 'Travis Tope']"
Santa Clarita Diet,2017,18+,7.8,89%,True,False,False,False,True,"['Drew Barrymore', 'Timothy Olyphant', 'Skyler Gisondo', 'Liv Hewson']"
Maniac,2018,16+,7.8,85%,True,False,False,False,True,"['Sonoya Mizuno', 'Emma Stone', 'Jonah Hill', 'Justin Theroux', 'Sally Field', 'Gabriel Byrne', 'Sally Field']"
Star Trek: Deep Space Nine,1993,7+,7.9,90%,True,True,True,False,True,"['Avery Brooks', 'René Auberjonois', 'Nana Visitor', 'Alexander Siddig', 'Colm Meaney', 'Armin Shimerman', 'Terry Farrell', 'Michael Dorn', 'Cirroc Lofton', 'Nicole de Boer']"
The Dark Crystal: Age of Resistance,2019,7+,8.5,87%,True,False,False,False,True,"['Taron Egerton', 'Anya Taylor-Joy', 'Nathalie Emmanuel']"
Colony,2016,16+,7.4,92%,True,False,False,False,True,"['Josh Holloway', 'Sarah Wayne Callies', 'Alex Neustaedter', 'Peter Jacobson', 'Isabella Crovetti', 'Tory Kittles', 'Amanda Righetti', 'Jacob Buster']"
Wild Wild Country,2018,16+,8.2,98%,True,False,False,False,True,[]
Rectify,2013,16+,8.3,95%,True,False,False,False,True,"['J.D. Evermore', 'Aden Young', 'Jake Austin Walker', 'Bruce McKinnon', 'Abigail Spencer', 'Adelaide Clemens', 'Clayne Crawford', 'J. Smith Cameron', 'Luke Kirby']"
Pose,2018,16+,8.6,96%,True,False,False,False,True,"['Indya Moore', 'Mj Rodriguez', 'Ryan Jamaal Swain', 'Dominique Jackson', 'Angel Bismark Curiel', 'Billy Porter', 'Hailie Sahar', 'Angelica Ross', 'Dyllon Burnside', 'Evan Peters', 'Charlayne Woodard', 'Sandra Bernhard', 'Kate Mara', 'James Van Der Beek']"
Marvel's Luke Cage,2016,18+,7.3,87%,True,False,False,False,True,"['Mike Colter', 'Simone Missick', 'Alfre Woodard', 'Theo Rossi', 'Rosario Dawson', 'Mustafa Shakir', 'Gabrielle Dennis', 'Eric LaRay Harvey', 'Mahershala Ali', 'Stephen Rider', 'Jessica Henwick', 'Finn Jones']"
Hollywood,2020,18+,7.7,57%,True,False,False,False,True,"['David Corenswet', 'Jeremy Pope', 'Dylan McDermott', 'Jake Picking', 'Patti LuPone', 'Darren Criss', 'Holland Taylor', 'Laura Harrier', 'Joe Mantello', 'Samara Weaving', 'Jim Parsons']"
