Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Genres
Chopped,2009,all,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
Teen Titans Go!,2013,7+,5.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Science-Fiction']"
Running Wild with Bear Grylls,2014,7+,7.7,,FALSE,TRUE,FALSE,TRUE,TRUE,"['Action', 'Adventure']"
The Thundermans,2013,all,5.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family', 'Science-Fiction']"
Horrible Histories,2009,7+,8.8,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Children', 'History']"
Space Dandy,2014,16+,8.1,83%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Science-Fiction']"
Fosse/Verdon,2019,18+,7.9,81%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
The Story of Film: An Odyssey,2011,,8.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Adventures of Jimmy Neutron: Boy Genius,2002,all,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Children', 'Science-Fiction']"
Kimi ni Todoke: From Me to You,2009,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Diff'rent Strokes,1978,all,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Blue Spring Ride,2014,,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Full Metal Panic!,2002,16+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Anime', 'Fantasy']"
Dance Moms,2011,7+,4.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Music']"
GameFace,2017,,7.7,83%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Rifleman,1958,7+,8.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Western']"
Light as a Feather,2018,16+,6.6,44%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
The Greatest American Hero,1981,7+,7.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
Speechless,2016,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
St. Elsewhere,1982,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Medical']"
Travel Man: 48 Hours in...,2015,7+,8.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Travel']
The Incredible Dr. Pol,2011,7+,8.6,,FALSE,TRUE,FALSE,TRUE,TRUE,"['Nature', 'Medical']"
Street Outlaws,2013,7+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Stan Against Evil,2016,18+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Horror']"
The Dead Files,2011,7+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Fantasy', 'Mystery']"
Bluestone 42,2013,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'War']"
Persona 4 The Animation,2011,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
American Idol,2002,7+,4.1,68%,FALSE,TRUE,FALSE,FALSE,TRUE,['Music']
Look Around You,2002,7+,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
D.Gray-man,2006,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Fantasy']"
Braquo,2009,7+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Jeremiah,2002,18+,7,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Adventure', 'Science-Fiction']"
Spice and Wolf,2008,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Anime', 'Fantasy']"
X Company,2015,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'War', 'Espionage']"
Almost Family,2019,16+,6.3,24%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Bakuman,2010,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Anime']"
Fruits Basket,2001,7+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Anime', 'Romance']"
Dharma & Greg,1997,16+,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
Blood Blockade Battlefront,2015,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Man v. Food,2008,all,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
Storage Wars,2010,7+,6.4,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
World Trigger,2014,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Science-Fiction']"
Reba,2001,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Haven't You Heard? I'm Sakamoto,2016,16+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Anime']"
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Beyond Scared Straight,2011,18+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Fall Guy,1981,7+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure']"
Toriko,2011,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Adventure', 'Anime']"
Pasión Prohibida,2013,,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
How Not to Summon a Demon Lord,2018,18+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Fantasy']"
Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
Lip Service,2010,18+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Find Me in Paris,2018,all,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Romance']"
Rev.,2010,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Rosario + Vampire,2008,18+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime', 'Fantasy']"
The Riches,2007,18+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
The Beverly Hillbillies,1962,all,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Zac & Mia,2017,16+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Step by Step,1991,all,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Outnumbered,2007,7+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Accident,2019,,6,92%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Dimension 404,2017,7+,6.6,80%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Mystery']"
Laverne & Shirley,1976,all,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Most Dangerous Animal of All,2020,16+,6.2,73%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Kennedys,2011,18+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Him & Her,2010,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Un village français,2009,,8.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'War', 'History']"
Alone Together,2018,16+,6.3,62%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Love Stage!!,2014,18+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Romance']"
Burden of Truth,2018,16+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Legal']"
Tiny Toon Adventures,1990,all,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
Inside Amy Schumer,2013,18+,6,86%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The White Shadow,1978,,8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
WWE NXT,2010,7+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Your Pretty Face Is Going to Hell,2013,18+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Incredible Hulk,1978,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Fantasy', 'Science-Fiction']"
The Biggest Loser,2004,7+,5.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Dice,2016,18+,7.4,33%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Good Bones,2015,,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Yona of the Dawn,2014,16+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Dates,2013,,7.5,88%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Duncanville,2020,16+,5.6,89%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Bluff City Law,2019,16+,6.8,36%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Legal']"
MEGALOBOX,2018,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Rosewood,2015,16+,6.7,9%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Medical']"
20/20,1978,,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Hellsing,2001,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Horror', 'Supernatural']"
Infinite Stratos,2011,18+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Plastic Memories,2015,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Romance', 'Science-Fiction']"
Midnattssol,2016,7+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Intruders,2014,16+,6.7,39%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Thriller']"
Bad Banks,2018,7+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
WWE Friday Night SmackDown,1999,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Melrose Place,1992,16+,5.8,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Romance']"
To Love-Ru,2008,18+,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Locked Up Abroad,2006,16+,8.2,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Wiseguy,1987,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Graves,2016,18+,6.5,50%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Popeye the Sailor,1960,all,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Perfect Harmony,2019,7+,6.6,62%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
City Homicide,2001,,7.4,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Hillary,2020,18+,5.9,77%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Legal']"
Mountain Men,2012,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Nature']"
Baywatch,1989,7+,5.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Action', 'Adventure']"
MasterChef Junior,2013,all,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Children', 'Food', 'Family']"
Property Brothers,2011,all,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Odd Couple,2015,7+,6.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Kingdom,2007,,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Sports']"
Guilty Crown,2011,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Science-Fiction']"
A Certain Scientific Railgun,2009,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Fantasy']"
Mister Ed,1961,all,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Sonic Boom,2014,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Children']"
Cardfight!! Vanguard,2011,16+,7.2,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Anime', 'Fantasy', 'Science-Fiction']"
The Bastard Executioner,2015,18+,6.2,47%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Adventure']"
Clarence,2014,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Utopia Falls,2020,7+,4.9,43%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Music', 'Science-Fiction']"
Dual Survival,2010,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure']"
Alias Smith and Jones,1971,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Western']"
House Hunters International,2006,all,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Family', 'Travel']"
Danganronpa: The Animation,2013,18+,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Science-Fiction']"
Naked and Afraid XL,2015,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Nature']"
Ben 10: Omniverse,2012,7+,5.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
The Qwaser of Stigmata,2010,18+,5.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Haganai: I Don't Have Many Friends,2011,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
American Gladiators,1989,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Sports']"
OK K.O.! Let's Be Heroes,2017,7+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
The Real Housewives of Beverly Hills,2010,16+,4.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Silk Stalkings,1991,16+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Packed to the Rafters,2008,18+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Damien,2016,16+,6.9,11%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Taggart,1983,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
The Asterisk War,2015,16+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Hard Sun,2018,18+,6.6,48%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Science-Fiction']"
Justice League Action,2016,7+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Some Girls,2012,16+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Perfect Strangers,1986,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Lost in Space,1965,all,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Science-Fiction']"
The Game,2006,16+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Love Island,2015,,5.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Romance']
America's Got Talent,2006,7+,5.8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Family']
Ironside,1967,7+,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Deadbeat,2014,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Supernatural']"
Cutthroat Kitchen,2013,all,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
The Fruit of Grisaia,2014,18+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Whose Line Is It Anyway? (UK),1988,7+,8.2,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Chivalry of a Failed Knight,2015,18+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Alaska: The Last Frontier,2011,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Adventure']
Married,2014,18+,7,56%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Every Witch Way,2014,7+,5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Children', 'Fantasy']"
Baghdad Central,2020,,7.1,88%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Living Single,1993,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Clannad After Story,2009,7+,8.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Just Between Lovers,2017,,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Grimgar of Fantasy and Ash,2016,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Wallander,2005,,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Deadly Women,2005,16+,8,,FALSE,TRUE,TRUE,FALSE,TRUE,['Crime']
Fear Factor,2001,7+,5.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
My Life as a Teenage Robot,2003,all,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action']"
Vanderpump Rules,2013,16+,5.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Last Alaskans,2015,18+,8.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
This Way Up,2019,,7.7,93%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
D.Gray-man Hallow,2016,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
My 600-lb Life,2012,16+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
WATAMOTE,2013,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
My Love Story!!,2015,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Love Island Australia,2018,18+,5.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Romance']
"Doogie Howser, M.D.",1989,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Medical']"
grown-ish,2018,16+,6.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Devil May Cry,2007,18+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Horror', 'Supernatural']"
The Four: Battle for Stardom,2018,,4.1,17%,FALSE,TRUE,FALSE,FALSE,TRUE,['Music']
All Saints,1998,16+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Medical']"
Bring It!,2014,7+,6.6,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Beck,1997,,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Maken-Ki! Battling Venus,2011,18+,6.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime', 'Romance']"
Designing Women,1986,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Kämpfer,2009,18+,6.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime', 'Romance']"
Hunter,1984,7+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Worst Cooks in America,2010,all,6.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
Barbarians Rising,2016,18+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'War', 'History']"
Cake Boss,2009,7+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Food', 'Family']"
Bering Sea Gold,2012,all,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Adventure']"
The Real Housewives of New York City,2008,16+,4.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Itazura na Kiss,2008,,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
Aesthetica of a Rogue Hero,2012,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Mysteries at the Museum,2010,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Blood Lad,2013,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Horror']"
7th Heaven,1996,7+,5.2,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Family']"
Voyage to the Bottom of the Sea,1964,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Reef Break,2019,7+,5.9,33%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
The Dana Carvey Show,1996,,7.3,80%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Primeval: New World,2012,16+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Fantasy']"
Pramface,2012,16+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Classroom of the Elite,2017,16+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Romance']"
The Slap,2015,16+,7.6,67%,FALSE,TRUE,TRUE,FALSE,TRUE,['Drama']
The Moodys,2019,16+,6.6,62%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Dietland,2018,16+,6.4,81%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Son of Zorn,2016,16+,6.7,58%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Buzzfeed Unsolved: Supernatural,2016,,8.7,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Devils Line,2018,18+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Supernatural']"
Say Yes to the Dress,2007,7+,5.6,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Father Knows Best,1954,all,7.4,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Family']"
Beyond the Boundary,2013,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Fantasy', 'Horror']"
BuzzFeed Unsolved - True Crime,2016,,8.9,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Marido en Alquiler,2013,,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Hollywood Game Night,2013,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Dog with a Blog,2012,all,4.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Disappeared,2010,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Party of Five,2020,,5.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family']"
Date a Live,2013,18+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime', 'Romance']"
Total Divas,2013,16+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
Golden Time,2013,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Romance']"
Bloom,2019,18+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction', 'Mystery']"
Hunter Street,2017,all,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Adventure', 'Family', 'Mystery']"
Daniel Deronda,2002,,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance', 'History']"
Good Doctor,2013,,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
90 Day Fiancé: Happily Ever After?,2016,16+,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Outmatched,2020,7+,5.6,22%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Passing Bells,2014,,6.9,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'War', 'History']"
Kingdom,2012,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Sports']"
Wise Man’s Grandchild,2019,16+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Blast of Tempest,2012,16+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Bachelorette,2003,16+,3.4,62%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Family', 'Romance']"
Swamp People,2010,7+,6.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Adventure', 'Nature']"
Undercover Boss,2010,7+,5.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Doc McStuffins,2012,all,6.7,,FALSE,TRUE,FALSE,TRUE,TRUE,['Children']
Dante's Cove,2005,18+,6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Mystery']"
Axe Cop,2013,18+,7.4,70%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Adventure']"
The Smile Has Left Your Eyes,2018,all,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Crime', 'Thriller', 'Mystery']"
Pure,2017,16+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Zomboat!,2019,,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Horror']"
Kono Oto Tomare!: Sounds of Life,2019,7+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Sex&Drugs&Rock&Roll,2015,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Music']"
OutDaughtered,2016,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Accel World,2012,16+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Science-Fiction']"
Project Runway All Stars,2012,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
School Rumble,2004,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Anime', 'Romance']"
The Hills,2006,7+,3.5,52%,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Slayers,1995,7+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
Keeping Up with the Kardashians,2007,16+,2.8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Restaurant: Impossible,2011,all,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
Love It or List It,2008,all,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
East Los High,2013,16+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Maison Close,2010,18+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Total Bellas,2016,16+,5.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
