Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Genres
Deadliest Catch,2005,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Nature']"
Angie Tribeca,2016,16+,7,96%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Crime']"
Prodigal Son,2019,16+,8.2,54%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Single Parents,2018,7+,7,75%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
S.W.A.T.,2017,16+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Doc Martin,2004,7+,8.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Medical']"
Trust,2018,18+,7.5,78%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
The Fairly OddParents,2001,all,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Glades,2010,16+,7.5,59%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Top Chef,2006,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
10 Things I Hate About You,2009,16+,7.3,88%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Teenage Mutant Ninja Turtles,2012,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Science-Fiction']"
Das Boot,2018,,7.3,85%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller', 'War']"
Hey Arnold!,1996,all,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Children']
NOS4A2,2019,16+,6.7,68%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Supernatural']"
Baby Daddy,2012,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Happy Days,1974,7+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Murdoch Mysteries,2008,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Brothers and Sisters,2006,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Alone,2015,16+,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Adventure']
Twisted,2013,16+,7.3,73%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller', 'Adult']"
Making It,2018,7+,7.9,100%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Queen Sugar,2016,16+,7.7,97%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Miranda,2009,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Mary Kills People,2017,18+,7.5,100%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Leah Remini: Scientology and the Aftermath,2016,16+,9.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
America's Next Top Model,2003,7+,5.5,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
I Am the Night,2019,7+,7,74%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Mystery']"
Holey Moley,2019,7+,6.7,91%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Kamisama Kiss,2012,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Legend of the Blue Sea,2016,,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Fantasy', 'Romance']"
"Sabrina, the Teenage Witch",1996,all,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family', 'Fantasy']"
The Split,2018,,7.6,73%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Airwolf,1984,7+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Bleak House,2005,16+,8.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
American Housewife,2016,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Monster Musume: Everyday Life with Monster Girls,2017,18+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Claws,2017,18+,7.3,90%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Metalocalypse,2006,18+,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Highschool of the Dead,2010,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Horror']"
The Musketeers,2014,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Adventure']"
The Eric Andre Show,2012,18+,8.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Noragami,2014,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime']"
My Teen Romantic Comedy SNAFU,2013,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The First 48,2004,18+,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Sealab 2021,2000,16+,7.9,74%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Science-Fiction']"
Deutschland 86,2018,,7.6,100%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Rugrats,1991,all,7.4,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Children']"
Atlantis,2013,7+,6.6,62%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Fantasy']"
Reprisal,2019,18+,7.5,44%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action']"
The Event,2010,16+,7,67%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Science-Fiction']"
Danny Phantom,2004,7+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Life in Pieces,2015,7+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
X-Men: Evolution,2000,7+,7.9,,FALSE,TRUE,FALSE,TRUE,TRUE,"['Action', 'Adventure', 'Science-Fiction']"
Cardinal,2017,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Spiral,2005,7+,8.5,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Good Luck Charlie,2010,all,7,,FALSE,TRUE,FALSE,TRUE,TRUE,"['Comedy', 'Family']"
Overlord,2015,18+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Fantasy']"
Pawn Stars,2009,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
American Gothic,1995,7+,8.1,67%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
LEGO Masters,2020,7+,7.2,67%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Anthony Bourdain: No Reservations,2005,7+,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
Dawson's Creek,1998,16+,6.6,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Romance']"
Taxi,1978,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Bless This Mess,2019,7+,6.7,82%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Forged in Fire,2015,7+,8.4,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Schooled,2019,7+,6.9,73%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Robin of Sherwood,1984,,8.5,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure']"
Assassination Classroom,2015,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Mick,2017,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Yu-Gi-Oh! GX,2004,all,6.7,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
The League of Gentlemen,1999,18+,8.4,,FALSE,TRUE,TRUE,FALSE,TRUE,['Comedy']
Black Lagoon,2006,18+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Crime']"
Silent Witness,1996,16+,7.8,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Crime']"
DARLING in the FRANXX,2018,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Diabolik Lovers,2013,16+,5.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Anime', 'Fantasy', 'Horror']"
Numb3rs,2006,7+,6.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
The Masked Singer,2019,7+,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Music']
Naked and Afraid,2013,16+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Nature']"
Friday Night Dinner,2011,18+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Fire Force,2019,7+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Anime', 'Supernatural']"
Station 19,2018,16+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Romance']"
The Future Diary,2011,18+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Saved by the Bell,1989,all,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Breakout Kings,2011,16+,7.3,41%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
The Ultimate Fighter,2005,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Sports']"
Ergo Proxy,2006,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Crime', 'Science-Fiction', 'Mystery']"
Saving Hope,2012,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Medical']"
The Bold Type,2017,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Pitch,2016,16+,7.4,94%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Sports']"
How the Universe Works,2010,7+,9,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Dragon Ball GT,1996,7+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime', 'Fantasy']"
The Long Road Home,2017,18+,7.5,77%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'War', 'History']"
Crayon Shin-chan,1992,7+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Intervention,2005,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
The Outer Limits,1995,18+,7.7,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Science-Fiction']"
Outsourced,2010,16+,7.5,20%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
60 Days In,2016,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Into the Dark,2018,18+,6.3,74%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Horror', 'Thriller']"
Clique,2017,7+,7,100%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
The Son,2017,16+,7.5,52%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Western']"
Songland,2019,7+,7.7,67%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Family', 'Music']"
Lincoln Rhyme: Hunt for the Bone Collector,2020,16+,6.9,30%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Thriller']"
Saving Grace,2007,18+,7.6,73%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Fantasy']"
90 Day Fiancé,2014,16+,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
"Beverly Hills, 90210",1990,7+,6.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Darker than Black,2007,16+,7.7,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
MasterChef,2010,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
This Country,2017,16+,8.5,96%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Kitchen Nightmares,2007,16+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Food']
90 Day Fiancé: Before the 90 Days,2017,16+,6.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Remington Steele,1982,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Mystery']"
Tyler Perry's If Loving You Is Wrong,2014,16+,5.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Highlander: The Series,1992,16+,7.2,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Lark Rise to Candleford,2008,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Catfish: The TV Show,2012,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Agatha Christie's Marple,2004,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Monogatari,2009,16+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Project Runway,2004,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The First,2018,18+,6.7,68%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Science-Fiction']"
9-1-1: Lone Star,2020,16+,6.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Sense and Sensibility,2008,16+,8,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Romance']"
Homicide Hunter: Lt Joe Kenda,2011,16+,8.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Seraph of the End,2015,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Gangland Undercover,2015,16+,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Party of Five,1994,7+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family']"
Devious Maids,2013,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Digimon Tamers,2001,7+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Drunk History,2013,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'History']"
The Penguins of Madagascar,2009,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Children']
The Purge,2018,18+,6.4,42%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Horror', 'Thriller']"
Survivorman,2004,7+,8.2,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Higurashi When They Cry,2006,18+,8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Melissa & Joey,2010,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
River Monsters,2009,7+,8.2,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure', 'Nature']"
General Hospital,1963,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Medical']"
Scott & Bailey,2011,7+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Dollface,2019,,7.4,50%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Upstairs Downstairs,2010,7+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Difficult People,2015,18+,7,95%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Apple Tree Yard,2017,18+,7.1,92%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
Man vs. Wild,2006,7+,8.1,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Action', 'Adventure']"
Good Trouble,2019,16+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Family', 'Legal']"
While You Were Sleeping,2017,,8.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Fantasy', 'Romance', 'Legal']"
Mr. Pickles,2014,18+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Log Horizon,2013,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Anime']"
DCI Banks,2011,18+,7.6,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Crime']"
Prisoners of War,2010,,8.4,100%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Fades,2011,18+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller', 'Supernatural']"
The Firm,2012,16+,7,39%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Legal']"
Fruits Basket,2019,7+,8.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Anime', 'Romance']"
Adam-12,1968,7+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Crime']"
Kenichi The Mightiest Disciple,2006,16+,8.2,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
The Joy of Painting,1983,all,9.4,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
Gold Rush,2011,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Nature']"
Lupin the Third,1971,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
McLeod's Daughters,2001,16+,7.2,,FALSE,TRUE,TRUE,FALSE,TRUE,['Drama']
Hill Street Blues,1981,16+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Brickleberry,2012,18+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Tonight Show Starring Jimmy Fallon,2014,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Jeopardy!,1964,all,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Family Matters,1989,all,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Foster's Home for Imaginary Friends,2004,7+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
National Treasure,2016,16+,7.4,91%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Adventure', 'Mystery']"
Kojak,1973,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Time After Time,2017,16+,6.7,67%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Adventure', 'Science-Fiction']"
Star,2016,16+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Marvelous Misadventures of Flapjack,2008,7+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Adventure', 'Children']"
Expedition Unknown,2015,7+,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Adventure', 'Mystery']"
I'm Dying Up Here,2017,18+,7.4,51%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
Fixer Upper,2013,all,8.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['DIY']
The Familiar of Zero,2006,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Voice,2011,7+,6.5,,FALSE,TRUE,FALSE,FALSE,TRUE,['Music']
Wings,1990,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
The Cool Kids,2018,16+,7,65%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Pink Panther Show,1964,all,7.6,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Children', 'Family']"
The Guardian,2001,7+,7.4,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Crime', 'Legal']"
The Conners,2018,7+,5.3,89%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Garfield and Friends,1988,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Children']
New Tricks,2003,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Wolfblood,2013,7+,7.7,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Supernatural']"
Fast N' Loud,2012,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
A.N.T. Farm,2011,all,5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Music']"
Shiki,2010,18+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Anime', 'Fantasy', 'Thriller', 'Mystery']"
Real Humans,2012,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
What's Wrong with Secretary Kim,2018,all,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Land of Honor,2014,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Banished,2015,18+,7.4,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Samantha Who?,2007,7+,7.3,77%,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The Powerpuff Girls,1998,7+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Science-Fiction']"
Being Erica,2009,16+,7.5,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Comedy', 'Fantasy']"
False Flag,2015,,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Thriller']"
Dark Shadows,1966,7+,7.5,,FALSE,TRUE,TRUE,FALSE,TRUE,[]
"Diners, Drive-Ins and Dives",2007,all,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Food', 'Travel']"
Tyler Perry's The Haves and the Have Nots,2013,,6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Shots Fired,2017,16+,6.4,84%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime']"
Four Weddings and a Funeral,2019,,7.1,43%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Romance']"
Second Chance,2016,16+,7.5,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Science-Fiction']"
K.C. Undercover,2015,all,6.1,,FALSE,TRUE,FALSE,TRUE,TRUE,"['Comedy', 'Action', 'Family']"
Doug,1991,all,7.4,,FALSE,TRUE,FALSE,TRUE,TRUE,[]
Detroit 1-8-7,2010,16+,7.6,83%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Carmichael Show,2015,7+,7.6,86%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Spy,2011,7+,7.9,100%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
24: Legacy,2017,16+,6.2,59%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Action', 'Thriller']"
Ranma ½,1989,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Action', 'Anime']"
Harrow,2018,,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Medical']"
Medium,2005,16+,6.9,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Drama', 'Crime', 'Supernatural']"
World of Dance,2017,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Music']
Coronation Street,1960,7+,5.5,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
How It's Made,2001,all,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Life Below Zero,2013,7+,8,,FALSE,TRUE,FALSE,TRUE,TRUE,[]
T@gged,2016,16+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,['Thriller']
The Bob Newhart Show,1972,all,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
The PJs,1999,16+,6.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Moone Boy,2012,16+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Ghosted,2017,7+,6.2,59%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Mystery', 'Supernatural']"
The Mary Tyler Moore Show,1970,7+,8.1,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Unsolved Mysteries,1987,7+,8.3,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Crime', 'Mystery']"
The Practice,1997,16+,7.7,,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Oh My Venus,2015,,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Romance']"
The Secret Life of the American Teenager,2008,16+,4.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy', 'Family']"
Married at First Sight,2014,16+,6.3,,FALSE,TRUE,TRUE,FALSE,TRUE,['Romance']
American Ninja Warrior,2009,7+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Action', 'Sports']"
House Hunters,1999,all,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Little Britain,2003,18+,7.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
American Pickers,2010,7+,7,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Travel', 'History']"
Sailor Moon Crystal,2014,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Chowder,2007,7+,7.3,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Children']"
mixed-ish,2019,7+,6.2,80%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Comedy', 'Family']"
Thief,2006,18+,7.5,81%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Nightwatch,2015,16+,8.9,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Crime', 'Medical']"
Dirty Sexy Money,2007,16+,7.2,68%,FALSE,TRUE,FALSE,FALSE,TRUE,['Drama']
Big Time Rush,2009,all,6.2,,FALSE,TRUE,TRUE,FALSE,TRUE,"['Comedy', 'Children', 'Music']"
Snow White with the Red Hair,2015,16+,7.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Three Stooges,1934,all,8.6,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
RuPaul's Drag Race: Untucked,2010,16+,7.9,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
The Lord of the Skies,2013,16+,6.8,,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Deputy,2020,16+,6.1,40%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Western']"
Eli Stone,2008,7+,7.6,60%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Fantasy', 'Legal']"
Penn & Teller: Bullshit!,2003,18+,8.2,,FALSE,TRUE,FALSE,FALSE,TRUE,['Comedy']
Shark,2006,16+,7.1,52%,FALSE,TRUE,FALSE,FALSE,TRUE,[]
Mistresses,2013,16+,7.1,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Romance']"
Murder in the First,2014,18+,7.2,,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Crime', 'Mystery']"
Shut Eye,2016,18+,7.4,43%,FALSE,TRUE,FALSE,FALSE,TRUE,"['Drama', 'Comedy']"
