Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Decade,Actors,Producers,Genres,Language
Top Chef,2006,16+,7.5,,False,True,False,False,True,2000,"['Tom Colicchio', 'Gail Simmons', 'Padma Lakshmi', 'Hugh Acheson', 'Emeril Lagasse', 'Ted Allen', 'Toby Young', 'Richard Blais', 'Anthony Bourdain', 'Wolfgang Puck', 'Eric Ripert', 'Graham Elliot', 'Katie Lee']",[],['Food'],English
10 Things I Hate About You,2009,16+,7.3,88%,False,True,False,False,True,2000,"['Lindsey Shaw', 'Meaghan Jette Martin', 'Ethan Peck', 'Nicholas Braun', 'Larry Miller', 'Dana Davis', 'Kyle Kaplan']","['John Ziffren', 'Carter Covington', 'Robin Schiff']","['Drama', 'Comedy']",English
Teenage Mutant Ninja Turtles,2012,7+,7.8,,False,True,False,False,True,2010,"['Cam Clarke', 'Barry Gordon', 'Rob Paulsen', 'Townsend Coleman', 'Peter Renaday', 'Renae Jacobs', 'James Avery', 'Jennifer Darling', 'Jim Cummings', 'Pat Fraley']",[],"['Comedy', 'Action', 'Science-Fiction']",English
Das Boot,2018,,7.3,85%,False,True,False,False,True,2010,"['Leonard Scheicher', 'Tom Wlaschiha', 'Franz Dinda', 'Thierry Frémont', 'Fleur Geffrier', 'Robert Stadlober', 'Julius Feldmeier', 'Joachim Foerster', 'Stefan Konarske', 'Rainer Bock', 'Pit Bukowski', 'Rick Okon', 'Philip Birnstiel', 'Vicky Krieps', 'Vincent Kartheiser', 'August Wittgenstein', 'Lizzy Caplan', 'Olivier Chantreau', 'Clemens Schick', 'Klaus Steinbacher', 'Rochelle Neil', 'Paul Bartel', 'Kevin McNally', 'Mathieu Barbet', 'Thomas Kretschmann', 'Michael McElhatton', ""James D'Arcy"", 'Ilja Roßbander', 'Ulrich Matthes']","['Moritz Polter', 'Oliver Vogel', 'Marcus Ammon', 'Frank Jastfelder', 'Jenna Santoianni Glazier']","['Drama', 'Thriller', 'War']",German
Hey Arnold!,1996,all,7.6,,False,True,False,False,True,1990,"['Spencer Klein', 'Phillip Van Dyke', 'Lane Toran']",[],['Children'],English
NOS4A2,2019,16+,6.7,68%,False,True,False,False,True,2010,"['Zachary Quinto', 'Ólafur Darri Ólafsson', 'Ashleigh Cummings', 'Jahkara J. Smith', 'Virginia Kull', 'Ebon Moss-Bachrach', 'Ashley Romans', 'Mattea Conforti', 'Jonathan Langdon']","['Kari Skogland', 'Henry J. Bronchtein', ""Jami O'Brien"", 'Lauren Corrao', 'Thomas Brady', 'Nina Jack', 'Joe Hill']","['Drama', 'Horror', 'Supernatural']",English
Baby Daddy,2012,16+,7.3,,False,True,False,False,True,2010,"['Jean-Luc Bilodeau', 'Derek Theler', 'Melissa Peterman', 'Chelsea Kane', 'Tahj Mowry']","['Michael Lembeck', 'John Ziffren', 'Janae Bakken', 'Vince Cheung', 'Vince Cheung', 'Ben Montanio', 'Ben Montanio', 'Timothy Marx', 'Heidi A. Clements', 'Heidi A. Clements', 'Lester Lewis', 'Dan Berendsen']","['Comedy', 'Family']",English
Happy Days,1974,7+,7.4,,False,True,False,False,True,1970,"['Henry Winkler', 'Marion Ross', 'Erin Moran', 'Tom Bosley', 'Anson Williams', 'Ron Howard', 'Don Most', 'Scott Baio', 'Al Molinaro', 'Catherine Silvers', 'Ted McGinley', 'Lynda Goodfriend', 'Linda Purl']","['Garry Marshall', 'Edward K. Milkis', 'Thomas L. Miller']",['Comedy'],English
Murdoch Mysteries,2008,7+,8.1,,False,True,False,False,True,2000,"['Yannick Bisson', 'Jonny Harris', 'Hélène Joy', 'Thomas Craig', 'Georgina Reilly']","['Yannick Bisson', 'Christina Jennings', 'Scott Garvie', 'Larry Lalonde', 'Peter Mitchell', 'Cal Coons', 'Paul Aitken', 'Philip Bedard', 'Noel Hedges', 'Richard Life', 'Samantha McMillon', 'Kate Barnes']","['Drama', 'Crime', 'Mystery']",English
Brothers and Sisters,2006,16+,7.3,,False,True,False,False,True,2000,[],[],[],[]
Alone,2015,16+,8.4,,False,True,False,False,True,2010,['Kevin Burkhardt'],[],['Adventure'],English
Twisted,2013,16+,7.3,73%,False,True,False,False,True,2010,"['Kylie Bunbury', 'Denise Richards', 'Maddie Hasson', 'Sam Robards', 'Kimberly Quinn', 'Ashton Moio', 'Avan Jogia', 'Avan Jogia']",[],"['Drama', 'Thriller', 'Adult']",Hindi
Making It,2018,7+,7.9,100%,False,True,False,False,True,2010,"['Amy Poehler', 'Nick Offerman', 'Simon Doonan', 'Dayna Isom Johnson']","['Anthony Dominici', 'Nick Offerman', 'Amy Poehler', 'Dave Becky', 'Brooke Posch', 'Nicolle Yaron']",[],English
Queen Sugar,2016,16+,7.7,97%,False,True,False,False,True,2010,"['Rutina Wesley', 'Dawn-Lyen Gardner', 'Kofi Siriboe', 'Tina Lifford', 'Nicholas L. Ashe', 'Ethan Hutchison', 'Omar J. Dorsey', 'Dondre T. Whitfield', 'Henry G. Sanders', 'Timon Kyle Durrett', 'Bianca Lawson', 'Greg Vaughan', 'Marycarmen Lopez', 'Walter Perez']","['Anthony Sparks', 'Paul Garnes', 'Valerie Woods']",['Drama'],English
Miranda,2009,7+,8.1,,False,True,False,False,True,2000,"['Miranda Hart', 'Patricia Hodge', 'Tom Ellis', 'Sarah Hadland', 'Sally Phillips', 'James Holmes']","['Mark Freeland', 'Jo Sargent']",['Comedy'],English
Mary Kills People,2017,18+,7.5,100%,False,True,False,False,True,2010,"['Caroline Dhavernas', 'Richard Short', 'Jay Ryan', 'Lyriq Bent']","['Tecca Crosby', 'Holly Dale', 'Caroline Dhavernas', 'Morwyn Brebner', 'Tassie Cameron', 'Tashi Bieler', 'Tara Armstrong', 'Tara Armstrong', 'Marsha Greene', 'Jocelyn Hamilton', 'Amy Cameron']",['Drama'],English
Leah Remini: Scientology and the Aftermath,2016,16+,9.1,,False,True,False,False,True,2010,['Leah Remini'],[],[],English
America's Next Top Model,2003,7+,5.5,,False,True,True,False,True,2000,"['Tyra Banks', 'Nigel Barker', 'J. Alexander', 'Kelly Cutrone', 'Twiggy', 'Andre Leon Talley', 'Janice Dickinson', 'Paulina Porizkova', 'Ashley Graham', 'Law Roach', 'Drew Elliott', 'Bryanboy', 'Rob Evans', 'Nolé Marin', 'Rita Ora', 'Eric Nicholson', 'Kimora Lee Simmons', 'Beau Quillian']","['Daniel Soiseth', 'Anthony Dominici']",[],English
I Am the Night,2019,7+,7.0,74%,False,True,False,False,True,2010,"['Leland Orser', 'Chris Pine', 'India Eisley', 'Jefferson Mays', 'Dylan Scott Smith', 'Connie Nielsen', 'Golden Brooks', 'Yul Vazquez', 'Justin Cornwell', 'Jay Paulson']","['Patty Jenkins', 'Chris Pine', 'Michael Sugar', 'Sam Sheridan']","['Drama', 'Mystery']",English
Holey Moley,2019,7+,6.7,91%,False,True,False,False,True,2010,"['Stephen Curry', 'Rob Riggle', 'Joe Tessitore', 'Jeannie Mai', 'Joe Coleman']",[],[],English
Kamisama Kiss,2012,7+,8.1,,False,True,False,False,True,2010,[],[],[],[]
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8.0,,False,True,False,False,True,2010,[],[],[],[]
The Legend of the Blue Sea,2016,,8.1,,False,True,False,False,True,2010,"['Lee Min Ho', 'Jun Ji Hyun']",['Park Young Soo'],"['Comedy', 'Fantasy', 'Romance']",Korean
"Sabrina, the Teenage Witch",1996,all,6.6,,False,True,False,False,True,1990,"['Melissa Joan Hart', 'Nick Bakay', 'Beth Broderick', 'Caroline Rhea', 'Nate Richert', 'Soleil Moon Frye', 'Elisa Donovan', 'David Lascher', 'Jenna Leigh Green', 'Trevor Lissauer', 'Martin Mull', 'Lindsay Sloane', 'Alimi Ballard', 'Paul Feig', 'Michelle Beaudoin', 'China Jesusita Shavers', 'Jon Huertas', 'Andrew Walker', 'Bumper Robinson', 'John Ducey', 'Diana-Maria Riva', 'Emily Hart', 'Charles Shaughnessy', 'Jane Sibbett', 'Charmaine DeGraté', 'Thad Luckinbill']","['Miriam Trogdon', 'Nell Scovell', 'David Babcock', 'Sheldon Bull', 'Paula Hart', 'Laurie Gelman', 'Holly Hester', 'Holly Hester', 'Carrie Honigblum', 'Carrie Honigblum', 'Renee Phillips', 'Renee Phillips', 'Bruce Ferber', 'Mike Larsen', 'Jon Vandergriff', 'Norma Safford Vela', 'Dan Berendsen']","['Comedy', 'Family', 'Fantasy']",English
The Split,2018,,7.6,73%,False,True,False,False,True,2010,"['Nicola Walker', 'Deborah Findlay', 'Barry Atsma', 'Annabel Scholey', 'Stephen Mangan', 'Fiona Button', 'Ellora Torchia', 'Chukwudi Iwuji', 'Rudi Dharmalingam', 'Stephen Tompkinson', 'Meera Syal', 'Anthony Stewart Head', 'Donna Air', 'Ben Bailey Smith', 'Damien Molony', 'Mathew Baynton', 'Ian McElhinney', 'Anna Chancellor']","['Jane Featherstone', 'Lucy Richer', 'Jessica Hobbs', 'Abi Morgan']",['Drama'],English
Airwolf,1984,7+,6.7,,False,True,False,False,True,1980,"['Jan-Michael Vincent', 'Ernest Borgnine', 'Alex Cord', 'Jean Bruce Scott', 'Anthony Sherwood', 'Barry Van Dyke', 'Geraint Wyn Davies', 'Michele Scarabelli']",['Donald P. Bellisario'],"['Action', 'Adventure', 'Science-Fiction']",English
Bleak House,2005,16+,8.3,,False,True,False,False,True,2000,"['Denholm Elliott', 'Diana Rigg', 'Suzanne Burden', 'Jonathan Moore']",[],"['Drama', 'Crime']",English
American Housewife,2016,7+,7.3,,False,True,False,False,True,2010,"['Diedrich Bader', 'Johnny Sequoyah', 'Meg Donnelly', 'Daniel DiMaggio', 'Katy Mixon', 'Julia Butters', 'Giselle Eisenberg', 'Ali Wong', 'Carly Hughes']","['Aaron Kaplan', 'Vanessa McCarthy', 'Kenny Schwartz', 'Rick Wiener', 'Julie Bean', 'Ruben Fleischer', 'Sarah Dunn']","['Comedy', 'Family']",English
Monster Musume: Everyday Life with Monster Girls,2017,18+,6.7,,False,True,False,False,True,2010,[],[],[],[]
Claws,2017,18+,7.3,90%,False,True,False,False,True,2010,"['Niecy Nash', 'Carrie Preston', 'Harold Perrineau', 'Judy Reyes', 'Jack Kesy', 'Jason Antoon', 'Jenn Lyon', 'Karrueche Tran', 'Kevin Rankin', 'Dean Norris', 'Suleka Mathew', 'Evan Daigle', 'Jimmy Jean-Louis']","['Will McCormack', 'Rashida Jones']","['Drama', 'Comedy']",English
Metalocalypse,2006,18+,8.2,,False,True,False,False,True,2000,"['Tommy Blacha', 'Brendon Small', 'Brendon Small', 'Brendon Small', 'Brendon Small', 'Tommy Blacha', 'Mark Hamill', 'Mark Hamill', 'Victor Brandt', 'Tommy Blacha']","['Brendon Small', 'Tommy Blacha']",['Comedy'],English
Highschool of the Dead,2010,18+,7.2,,False,True,False,False,True,2010,"['Junichi Suwabe', 'Marina Inoue', 'Eri Kitamura', 'Miyuki Sawashiro', 'Airi Sakuno', 'Jouji Nakata', 'Yoshiko Sakakibara', 'Ayana Taketatsu', 'Yukari Fukui', 'Hitomi Harada', 'Junko Takeuchi', 'Koichi Shido', 'Mamoru Miyano', 'Nobuyuki Hiyama']",[],"['Action', 'Anime', 'Horror']",Japanese
The Musketeers,2014,16+,7.8,,False,True,False,False,True,2010,"['Tom Burke', 'Santiago Cabrera', 'Howard Charles', 'Luke Pasqualino', 'Hugo Speer', 'Ryan Gage', 'Alexandra Dowling', 'Tamla Kari', 'Maimie McCoy', 'Peter Capaldi', 'Marc Warren', 'Matthew McNulty', 'Rupert Everett']","['Adrian Hodges', 'Jessica Pope']","['Drama', 'Action', 'Adventure']",English
The Eric Andre Show,2012,18+,8.6,,False,True,False,False,True,2010,[],[],[],[]
Noragami,2014,16+,7.9,,False,True,False,False,True,2010,[],[],"['Comedy', 'Action', 'Anime']",Japanese
My Teen Romantic Comedy SNAFU,2013,16+,7.8,,False,True,False,False,True,2010,[],[],[],[]
The First 48,2004,18+,8.2,,False,True,False,False,True,2000,['Dion Graham'],[],"['Drama', 'Action', 'Crime']",English
Sealab 2021,2000,16+,7.9,74%,False,True,False,False,True,2000,"['Bill Lobley', 'Brett Butler', 'Chris Ward', 'Ellis Henican', 'Erik Estrada', 'Harry Goz', 'Kate Miller', 'Michael Goz']",[],"['Comedy', 'Science-Fiction']",English
Deutschland 86,2018,,7.6,100%,False,True,False,False,True,2010,[],[],[],[]
Rugrats,1991,all,7.4,,False,True,True,False,True,1990,[],[],"['Comedy', 'Children']",English
Atlantis,2013,7+,6.6,62%,False,True,False,False,True,2010,"['Mark Addy', 'Jack Donnelly', 'Robert Emms', 'Aiysha Hart', 'Sarah Parish', 'Juliet Stevenson']","['Howard Overman', 'Julian Murphy', 'Johnny Capps']","['Drama', 'Adventure', 'Fantasy']",English
Reprisal,2019,18+,7.5,44%,False,True,False,False,True,2010,"['Abigail Spencer', 'Rhys Wakefield', 'Mena Massoud', 'Madison Davenport', 'Rodrigo Santoro', 'David Dastmalchian', 'Craig Tate', 'Wavyy Jonez', 'Shane Callahan', 'Gilbert Owuor', 'Rory Cochrane', 'W. Earl Brown']","['Warren Littlefield', 'Jonathan van Tulleken', 'Barry Jossen', 'Josh Corbin']","['Drama', 'Action']",English
The Event,2010,16+,7.0,67%,False,True,False,False,True,2010,"['Jason Ritter', 'Sarah Roemer', 'Laura Innes', 'Željko Ivanek', 'Blair Underwood', 'Ian Anthony Dale', 'Bill Smitrovich', 'Lisa Vidal', 'Taylor Cole', 'Scott Patterson', 'Clifton Collins, Jr.']","['Jeffrey Reiner', 'Jay Beattie', 'Dan Dworkin', 'David H. Goodman', 'James Wong', 'Nick Wauters', 'Evan Katz', 'Steve Stark', 'David Schulner']","['Drama', 'Action', 'Science-Fiction']",English
Danny Phantom,2004,7+,7.1,,False,True,False,False,True,2000,"['David Kaufman', 'Grey Griffin', 'Kath Soucie', 'Maria Canals-Barrera', ""Rickey D'Shon Collins"", 'Rob Paulsen', ""Colleen O'Shaughnessey""]",[],[],English
Life in Pieces,2015,7+,8.0,,False,True,False,False,True,2010,"['James Brolin', 'Angelique Cabral', 'Betsy Brandt', 'Colin Hanks', 'Dan Bakkedahl', 'Dianne Wiest', 'Thomas Sadoski', 'Zoe Lister-Jones', 'Giselle Eisenberg', 'Holly J. Barrett', 'Niall Cunningham', 'Hunter King', 'Ana Sophia Heger']",[],"['Comedy', 'Family']",English
X-Men: Evolution,2000,7+,7.9,,False,True,False,True,True,2000,"['Kirby Morrow', 'Brad Swaile', 'Venus Terzo', ""Maggie Blue O'Hara"", 'Scott McNeil', 'Meghan Black', 'Kirsten Alter', 'Neil Denis', 'Michael Kopsa']","['Stan Lee', 'Avi Arad', 'John Hyde', 'Rick Ungar', 'John Bush', 'Jon Vein']","['Action', 'Adventure', 'Science-Fiction']",English
Cardinal,2017,16+,7.7,,False,True,False,False,True,2010,"['Billy Campbell', 'Karine Vanasse']","['Aubrey Nealon', 'Sarah Dodd', 'Jeff Renfroe', 'Armand Leo', 'Julia Sereny', 'Jennifer Kawaja', 'Alison Lea Bingeman', 'Giles Blunt', 'Jennica Harper', 'Daniel Grou', 'Jocelyn Hamilton']","['Drama', 'Crime', 'Thriller']",English
Spiral,2005,7+,8.5,,False,True,True,False,True,2000,[],[],[],[]
Good Luck Charlie,2010,all,7.0,,False,True,False,True,True,2010,"['Bridgit Mendler', 'Mia Talerico', 'Bradley Steven Perry', 'Leigh-Allyn Baker', 'Eric Allan Kramer', 'Jason Dolley', 'Gianna Gomez']","['Erika Kaestle', 'Patrick McCarthy', 'Phil Baker', 'Drew Vaupen', 'Christopher Vane', 'Dan Staley']","['Comedy', 'Family']",English
Overlord,2015,18+,7.8,,False,True,False,False,True,2010,"['Sumire Uesaka', 'M.A.O', 'Manami Numakura', 'Yumi Uchiyama', 'Hiroshi Shirokuma', 'Kenta Miyake', 'Takehito Koyasu', 'Masayuki Katou', 'Emiri Katō', 'Shigeru Chiba', 'Satoshi Hino', 'Yumi Hara']",[],"['Action', 'Anime', 'Fantasy']",Japanese
Pawn Stars,2009,7+,7.2,,False,True,False,False,True,2000,"['Rick Harrison', 'Corey Harrison', 'Chumlee Russell', 'Richard Harrison']",[],[],English
American Gothic,1995,7+,8.1,67%,False,True,False,False,True,1990,"['Justin Chatwin', 'Megan Ketch', 'Virginia Madsen', 'Juliet Rylance', 'Elliot Knight', 'Antony Starr', 'Stephanie Leonidas', 'Gabriel Michael Bateman']",['Corinne Brinkerhoff'],"['Drama', 'Horror', 'Thriller']",English
LEGO Masters,2020,7+,7.2,67%,False,True,False,False,True,2020,"['Will Arnett', 'Amy Corbett']",[],[],English
Anthony Bourdain: No Reservations,2005,7+,8.4,,False,True,False,False,True,2000,['Anthony Bourdain'],['Anthony Bourdain'],"['Food', 'Travel']",English
Dawson's Creek,1998,16+,6.6,,False,True,True,False,True,1990,"['James Van Der Beek', 'Katie Holmes', 'Joshua Jackson', 'Mary Beth Peil', 'Michelle Williams', 'Kerr Smith', 'Mary-Margaret Humes', 'Nina Repeta', 'John Wesley Shipp', 'Meredith Monroe', 'Busy Philipps']",[],"['Drama', 'Romance']",English
Taxi,1978,7+,7.6,,False,True,False,False,True,1970,"['Judd Hirsch', 'Tony Danza', 'Danny DeVito', 'Marilu Henner', 'Andy Kaufman', 'Christopher Lloyd', 'J. Alan Thomas', 'Jeff Conaway', 'Carol Kane', 'Randall Carver']","['James L. Brooks', 'Ed. Weinberger', 'Stan Daniels', 'David Davis']",['Comedy'],English
Bless This Mess,2019,7+,6.7,82%,False,True,False,False,True,2010,"['Dax Shepard', 'Lake Bell', 'Ed Begley Jr.', 'Pam Grier', 'JT Neal', 'David Koechner', 'Lennon Parham', 'Langston Kerman']","['Elizabeth Meriwether', 'Katherine Pope', 'Jake Kasdan', ""Erin O'Malley"", 'Lake Bell', 'Dax Shepard', 'Dominic Dierkes', 'Barbie Adler', 'Melvin Mar']",['Comedy'],English
Forged in Fire,2015,7+,8.4,,False,True,True,False,True,2010,"['Wil Willis', 'Doug Marcaida', 'David Baker', 'J. Neilson', 'Ben Abbott', 'Jason Knight']",[],[],English
Schooled,2019,7+,6.9,73%,False,True,False,False,True,2010,"['Amanda Michalka', 'Tim Meadows', 'Bryan Callen', 'Brett Dier', 'Haneefah Wood']",[],['Comedy'],English
Robin of Sherwood,1984,,8.5,,False,True,True,False,True,1980,"['Michael Praed', 'Jason Connery', 'Ray Winstone', 'Judi Trott', 'Clive Mantle', 'Phil Rose', 'Peter Llewellyn Williams', 'Mark Ryan', 'Nickolas Grace', 'Robert Addie', 'John Abineri', 'Jeremy Bulloch', 'Philip Jackson', 'Lewis Collins']","['Patrick Dromgoole', 'Paul Knight']","['Action', 'Adventure']",English
Assassination Classroom,2015,16+,8.0,,False,True,False,False,True,2010,[],[],[],[]
The Mick,2017,16+,7.8,,False,True,False,False,True,2010,"[""Sofia Black-D'Elia"", 'Kaitlin Olson', 'Jack Stanton', 'Carla Jimenez', 'Thomas Barbusca', 'Scott MacArthur']","['Randall Einhorn', 'Dominic Dierkes', 'Kaitlin Olson', 'Kaitlin Olson', 'Scott Marder', 'Scott Marder', 'Dave Chernin', 'John Chernin', 'Matthew Libman', 'Daniel Libman', 'Nicholas Frenkel', 'Oly Obst']","['Comedy', 'Family']",English
Yu-Gi-Oh! GX,2004,all,6.7,,False,True,True,False,True,2000,"['Kappei Yamaguchi', 'Takeshi Maeda', 'Sanae Kobayashi', 'Takehiro Hasu', 'Taiki Matsuno', 'Yuuki Masuda', 'Hiroshi Shimizu', 'Masami Suzuki', 'Akira Ishida', 'Koji Yusa', 'Hiroshi Shimozaki', 'Eri Sendai', 'KENN']",[],"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese
The League of Gentlemen,1999,18+,8.4,,False,True,True,False,True,1990,"['Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Reece Shearsmith', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Steve Pemberton', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss', 'Mark Gatiss']",[],['Comedy'],English
Black Lagoon,2006,18+,8.0,,False,True,False,False,True,2000,"['Tsutomu Isobe', 'Megumi Toyoguchi', 'Daisuke Namikawa', 'Toshiyuki Morikawa', 'Mami Koyama', 'Hiroaki Hirata', 'Jun Karasawa', 'Houko Kuwashima', 'Kazue Ikura', 'Shinji Ogawa', 'Satsuki Yukino', 'Shirō Saitō', 'Yuko Sasaki', 'Michie Tomizawa', 'Kiyoyuki Yanada', 'Tomoko Kaneda', 'Omi Minami', 'Taiten Kusunoki']",[],"['Action', 'Adventure', 'Anime', 'Crime']",Japanese
Silent Witness,1996,16+,7.8,,False,True,True,False,True,1990,"['Emilia Fox', 'William Gaminara', 'Tom Ward', 'David Caves', 'Liz Carr', 'Amanda Burton', 'Richard Lintern', 'William Armstrong']","['Phillippa Giles', 'Laura Mackie', 'Anne Pivcevic']","['Drama', 'Crime']",English
DARLING in the FRANXX,2018,16+,7.3,,False,True,False,False,True,2010,[],[],[],[]
Diabolik Lovers,2013,16+,5.3,,False,True,False,False,True,2010,"['Rie Suegara', 'Daisuke Hirakawa', 'Hikaru Midorikawa', 'Kousuke Toriumi', 'Takashi Kondo', 'Yûki Kaji', 'Katsuyuki Konishi']",[],"['Drama', 'Anime', 'Fantasy', 'Horror']",Japanese
Numb3rs,2006,7+,6.9,,False,True,False,False,True,2000,"['Rob Morrow', 'David Krumholtz', 'Judd Hirsch', 'Alimi Ballard', 'Navi Rawat', 'Dylan Bruno', 'Peter MacNicol', 'Diane Farr', 'Aya Sumika', 'Sophina Brown', 'Sabrina Lloyd']","['Alex Gansa', 'Tony Scott', 'Brooke Kennedy', 'David W. Zucker', 'Ridley Scott', 'Cheryl Heuton', 'Nicolas Falacci']","['Drama', 'Action', 'Crime']",English
The Masked Singer,2019,7+,6.3,,False,True,False,False,True,2010,"['Ken Jeong', 'Jenny McCarthy', 'Nicole Scherzinger', 'Robin Thicke', 'Nick Cannon']","['James Breen', 'Nick Cannon', 'Nick Cannon', 'Craig Plestis', 'Izzie Pick Ibarra', 'Chris Wagner', 'Nikki Varhely-Gillingham', 'Rosie Seitchik', 'Rosie Seitchik', 'Stacey Thomas-Muir', 'Deena Katz', 'Jeff Kmiotek', 'Patrizia DiMara', 'Brian Updyke', 'Lindsay Tuggle', 'Nick Campagna', 'Matt Laesch', 'Lauren Taylor Harding']",['Music'],English
Naked and Afraid,2013,16+,6.6,,False,True,False,False,True,2010,['Michael Brown'],[],"['Drama', 'Adventure', 'Nature']",English
Friday Night Dinner,2011,18+,8.1,,False,True,False,False,True,2010,"['Simon Bird', 'Tom Rosenthal', 'Mark Heap', 'Paul Ritter', 'Tamsin Greig', 'Tracy-Ann Oberman', 'Frances Cuka']","['Caroline Leddy', 'Kenton Allen', 'Matthew Justice', 'Nira Park']","['Comedy', 'Family']",English
Fire Force,2019,7+,7.7,,False,True,False,False,True,2010,"['Yūsuke Kobayashi', 'Kenichi Suzumura', 'M.A.O', 'Aoi Yūki', 'Gakuto Kajiwara', 'Kazuya Nakai', 'Saeko Kamijō', 'Ayaka Asai', 'Daisuke Sakaguchi', 'Hiroki Yasumoto', 'Hisako Kanemoto', 'Katsuyuki Konishi', 'Kazuyuki Okitsu', 'Kengo Kawanishi', 'Kenjiro Tsuda', 'Lynn', 'Maaya Sakamoto', 'Mamoru Miyano', 'Satoshi Hino', 'Sayaka Ohara', 'Shōya Chiba', 'Taiten Kusunoki', 'Taku Yashiro', 'Tomoaki Maeno', 'Tomokazu Seki', 'Yoshitsugu Matsuoka']","['Kensuke Tateishi', 'Takaya Ibira', 'Toshihiro Maeda', 'Adam Zehner']","['Action', 'Anime', 'Supernatural']",Japanese
Station 19,2018,16+,6.5,,False,True,False,False,True,2010,"['Jaina Lee Ortiz', 'Jason George', 'Grey Damon', 'Barrett Doss', 'Jay Hayden', 'Okieriete Onaodowan', 'Danielle Savre', 'Miguel Sandoval', 'Boris Kodjoe', 'Alberto Frezza', 'Stefania Spampinato']","['Milan Cheylov', 'Trey Callaway', 'Shalisha Francis-Feusner', 'Ellen Pompeo', 'Shonda Rhimes', 'Betsy Beers', 'Stacy McKee', 'Jim Campolongo', 'Paris Barclay', 'Anupam Nigam', 'Krista Vernoff', 'Chris Downey', 'Sam Forman', 'Tia Napolitano', 'George W. Perkins', 'Sara Fischer', 'Scott Collins', 'Brian Anthony', 'Sara E. White', 'Kiley Donovan', 'Ilene Rosenzweig']","['Drama', 'Action', 'Romance']",English
The Future Diary,2011,18+,7.6,,False,True,False,False,True,2010,[],[],[],[]
Saved by the Bell,1989,all,7.0,,False,True,False,False,True,1980,"['Elizabeth Berkley', 'Mario Lopez', 'John Michael Higgins', 'Haskiri Velazquez', 'Alycia Pascual-Peña', 'Mitchell Hoog', 'Josie Totah', 'Belmont Cameli', 'Dexter Darden']","['Tracey Wigfield', 'Dylan Morgan', 'Matt Warburton', 'Franco E. Bario', 'Josh Siegal', 'Peter Engel', 'Yamara Taylor', ""Trent O'Donnell""]",['Comedy'],English
Breakout Kings,2011,16+,7.3,41%,False,True,False,False,True,2010,"['Domenick Lombardozzi', 'Jimmi Simpson', 'Malcolm Goodwin', 'Brooke Nevin', 'Serinda Swan', 'Laz Alonso', 'Nicole Steinwedell']","['Garry A. Brown', 'Matt Olmstead', 'Katherine Pope', 'Peter Chernin', 'Gavin Hood', 'Nick Santora']","['Drama', 'Action', 'Crime']",English
